HMGCR	MVK
RFXAP	LOC100509457
RFXAP	LOC101060835
RFXAP	HLA-DMA
RFXAP	HLA-DOA
RFXANK	HLA-DMA
TCF7	FOSL1
TCF7L2	MMP7
TCF7L2	FOSL1
ELK1	TWF2
ETS2	TWF2
ETV4	PLAUR
FLI1	POLR2A
SP1	COL4A2
SP1	ADA
CREB1	ADRB2
ATF2	CCND1
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF2	CEACAM5
USF2	CEACAM6
ATF1	CGA
USF2	CTSB
SP1	CTSL
MYC	EIF4E
TFAP2A	ERBB2
TP53	ERBB2
BRCA1	ESR1
PPARG	ESR1
SP1	ESR1
STAT5A	ESR1
STAT5B	ESR1
USF1	FBP1
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
PPARG	GADD45A
RARA	GADD45A
E2F1	HIST1H2AM
CEBPB	HP
CREB1	HPGD
ERG	MMP3
ETS2	MMP3
FLI1	MMP3
PPARA	MMP9
PPARG	MMP9
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
TP53	NME1
MYC	NME2
FOS	NQO1
JUND	NQO1
RELA	NR4A1
MYC	NRAS
JUN	NRAS
MYB	NRAS
PAX6	PDHX
JUN	PENK
TFAP2A	POLD2
ESR1	PTMA
TP53	RELA
RARG	S100A9
PPARA	SERPINE1
ETS1	SLC26A3
SP1	SPN
TFAP2A	TAF7
JUN	TFRC
HOXA5	TH
JUN	TIMP1
ATF1	TNF
ERG	TNNC1
SP3	TNNC1
JUN	TP53
CREB1	TRH
HIF1A	VHL
NFKB1	VWF
