AR	PRKACA
PRKACA	MAPK1
MAPK1	ELK4
PRKACA	NFATC1
NFATC1	SRF
PRKACA	CREB1
PRKACA	CREB3
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
MAPK1	ESR1
PRKACA	ATF2
PRKACA	ATF4
PRKACA	ATF6B
PRKACA	CREBBP
CREBBP	SP1
MAPK1	ELK1
MAPK1	STAT3
MAPK1	ETS2
MAPK1	ESR2
MAPK1	STAT1
MAPK1	JUN
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
LEF1	PPARD
LEF1	FOSL1
TCF7	JUN
TCF7	MMP7
TCF7	PPARD
MYB	TSC22D3
MYBL1	TSC22D3
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
