HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	SMAD3
MAPK1	SMAD4
MAPK1	ESR1
SMAD2	YAP1
SMAD2	WWTR1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	JUN
MAPK1	ETS1
MAPK1	TP53
PIK3R5	MTOR
MTOR	PPARG
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	RAF1
RAF1	NFKB1
PRKACA	XBP1
XBP1	CEBPA
MAPK1	CREB1
MAPK1	ELK1
ELK1	EGR1
SMAD4	LEF1
LEF1	PPARD
MAPK1	CREB3
CREB3	ATF1
CREBBP	EPAS1
MAPK1	ATF2
RAF1	RELA
GLI2	WNT10B
GLI2	WNT2B
GLI2	WNT9B
GLI3	WNT16
ARNTL	NR1D1
CTNNB1	CCND2
EGR3	FASLG
NFKB1	TNF
MAPK10	SMAD4
CREBBP	FIGF
CREBBP	SERPINE1
CREBBP	PFKFB4
EP300	FIGF
EP300	SERPINE1
EP300	PFKFB4
HIF1A	FIGF
HIF1A	SERPINE1
HIF1A	PGK1
ARNT	EGF
ARNT	FLT1
ARNT	LDHA
ARNT	SERPINE1
ARNT	ANGPT4
ARNT	PDK1
ARNT	PFKFB1
ARNT	PFKFB2
ARNT	PGK1
YAP1	BIRC2
YAP1	SNAI2
WWTR1	BBC3
STAT4	CCND3
STAT5A	CCND1
STAT5B	CCND2
STAT6	MYC
HNF1A	HNF4G
CREB1	MITF
MITF	TYRP1
TCF7	MITF
MYD88	IFNA6
MYD88	IFNA13
MAPK10	NOS2
MAPK10	IL23A
MAPK10	TNF
MAPK13	IL1A
MAPK13	IL1B
MAPK13	IL12B
MAPK13	IL18
RFXAP	HLA-DOA
RFXAP	HLA-DRB1
RFXAP	HLA-DRB3
CEBPA	ABCB1
CEBPB	ABCB1
USF2	CEACAM5
USF1	CEACAM6
TFAP2A	CYP11A1
TFAP2A	ERBB2
TP53	ERBB2
BRCA1	ESR1
PPARG	ESR1
SP1	ESR1
STAT5A	ESR1
STAT5B	ESR1
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
TFAP2A	GH2
USF1	GH2
USF2	GH2
JUN	GJA1
SP1	GJA1
NFIC	GOT1
E2F1	HIST1H2AM
TP53	MMP2
ETS1	MMP3
ETV4	MMP3
JUN	MMP7
FOS	NTS
USF2	PTGS2
RARG	S100A9
PPARA	SERPINE1
POU2F1	SFTPA1
TFAP2A	TAF7
JUN	TFRC
CREM	TH
ATF1	TNF
ERG	TNNC1
SMAD3	TNNC1
CREB1	TRH
HIF1A	VHL
NFKB1	VWF
