AR	PRKACA
PRKACA	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
PRKACA	NFKB1
NFKB1	TP53
PRKACA	CREB1
PRKACA	ATF2
PRKACA	ATF4
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
PRKACA	CREBBP
CREBBP	SP1
NFKB1	MYB
MAPK1	MYC
NFKB1	PPP2CA
PPP2CA	YAP1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PRKACA	RELA
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK1	JUN
MAPK1	STAT1
MAPK1	ESR1
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
CREBBP	STAT5A
CREBBP	STAT5B
MAPK1	STAT3
CREBBP	STAT4
CREBBP	RBPJL
CREBBP	RBPJ
MAPK1	SMAD3
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
CREBBP	STAT2
CREBBP	STAT6
CEBPA	E2F2
CEBPA	E2F3
PRKACA	ATF1
NFKB1	CCND1
CCND1	RB1
RB1	TFDP2
MAPK1	ETS2
NFKB1	CEBPB
MAPK1	FOS
PRKACA	MAPK14
MAPK14	MAX
MAPK1	ELK1
ELK1	EGR1
PPP2CA	WWTR1
NFKB1	NFKB2
NFKB1	TRAF3
TRAF3	TBK1
TBK1	REL
NFKB1	HIF1A
SMAD2	TFDP1
PRKACA	MAPK11
PRKACA	MAPK13
NFKB1	TRAF6
TRAF6	MYD88
MAPK1	ETS1
PRKACA	PAX8
PRKACA	PPARA
PPARA	RXRA
RXRA	RARB
JUP	MYC
IFNG	IDO1
CREB3	CRH
CREB1	CRH
ATF2	CRH
ATF6B	CRH
CREB3L4	NPY
ATF4	NPY
CREB3L2	CRH
NR3C2	ATP1B4
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	FXYD2
NR3C2	SCNN1B
CREB3	ARC
CREB1	ARC
ATF2	ARC
GLI2	WNT5A
GLI2	WNT6
GLI2	WNT7A
GLI2	WNT7B
GLI2	WNT8A
GLI2	WNT8B
GLI2	WNT5B
GLI2	PTCH2
GLI2	WNT3A
GLI3	GLI1
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
NPAS2	RORA
NPAS2	RORB
NPAS2	RORC
NPAS2	BHLHE41
NPAS2	BHLHE40
NPAS2	PER3
NPAS2	NR1D1
CLOCK	CRY1
CLOCK	CRY2
CLOCK	PER1
CLOCK	RORA
CLOCK	RORB
CLOCK	PER2
FOSB	NFKB1
TCF7	MYC
TCF7	CCND1
TCF7L2	BIRC5
TCF7L2	MYC
TCF7L2	CCND1
TCF7L1	BIRC5
TCF7L1	CCND1
ESR1	ATP2B1
MAPK14	CXCL1
MAPK14	IL8
JUN	CXCL1
RBPJL	FGR
RBPJL	MYC
RBPJ	FGR
RBPJ	MYC
TP53	MDM2
CTNNB1	CCND1
HIF1A	TIMP1
ARNT	EDN1
ARNT	HK2
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
TCF7	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
SOS1	SPRY1
SOS1	MYC
STAT4	SOCS5
STAT5B	SOCS3
PAX6	GCK
PAX6	INS
PAX6	PDX1
CREB3	MITF
LEF1	MITF
RELA	CCL4
RELB	CXCL12
PIK3R1	AKT1
PIK3R1	AKT2
PIK3R2	AKT3
PIK3R2	AKT1
PIK3R2	PDPK1
TP53	SESN1
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
NFYA	HLA-DQA1
NFYC	HLA-DQA2
MAPK3	NOS2
MAPK3	IL23A
MAPK8	IL18
MAPK9	IL1B
MAPK9	IL6
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
RFX5	LOC100507709
RFX5	HLA-DPA1
RFX5	HLA-DPB1
RFX5	CD74
RFXAP	LOC100507709
MAPK12	IL1A
CREB3L2	AQP2
CREB3L3	AQP2
SP1	COL4A2
USF1	XRCC6
CREB1	ADRB2
ATF1	AQP3
CREB1	AQP3
CREB1	ARG1
SP2	CD14
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
USF1	CTSB
USF2	CTSB
SP1	CTSL
SP3	CTSL
PPARA	CYP1A1
SP1	CYP1A1
SP3	CYP1A1
USF1	CYP1A1
SP1	CYP21A2
MYC	DDX18
E2F4	DHFR
SP1	DKC1
SP3	DKC1
ETS1	DNTT
EGR1	EGFR
SP1	EGFR
STAT1	EGFR
PPARG	GADD45A
RARA	GADD45A
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RARB	HDAC1
RELA	HDAC1
RELA	HDAC2
ERG	HMOX1
CEBPB	HP
CREB1	IFNG
STAT4	IFNG
CEBPA	IGF2
FLI1	IGFBP3
CEBPB	IL1A
CREB1	IL1B
CREB1	IL2
ETS2	IL2
POU2F1	IL4
CEBPB	IL5
JUN	IL5
POU2F2	IL5
CEBPA	IL6
CREB1	IL6
NFIC	IL6
USF1	IL6
ERG	MMP2
ETV4	MMP2
FLI1	MMP2
SP1	MMP2
SPI1	MMP2
TFAP2A	MMP2
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
CREB1	ODC1
SP1	ODC1
WT1	ODC1
CEBPA	PCK2
NFIC	PCK2
E2F4	PCNA
TP53	PCNA
EGR1	PDGFB
ELK1	PDGFB
NFKB1	PDGFB
SP1	PDGFB
SP3	PDGFB
PAX6	PDHX
JUN	PENK
POU2F1	PLAU
RARA	PLAU
SP1	PLAU
ATF1	PLAUR
TP53	PLK1
SP2	PLP1
E2F1	POLA
JUN	POLA
TFAP2A	POLD2
E2F4	POLE2
NFIC	POLE2
CEBPD	PTGS2
CREB1	PTGS2
RARB	PTGS2
REL	PTGS2
TFAP2A	PTGS2
USF1	PTGS2
