HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	JUN
HRAS	MAPK1
MAPK1	MYC
MAPK1	STAT3
CREBBP	EPAS1
MAPK1	STAT1
CREBBP	RBPJL
CREBBP	RBPJ
MAPK1	ETS1
HRAS	FOS
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
NEUROG3	NEUROD1
NEUROG3	NKX2-2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PDX1
ITGAL	SRC
SRC	CTNNB1
CTNNB1	CREBBP
CTNNB1	EP300
SRC	PIK3R5
SRC	RAC1
RAC1	NFKB1
RAC1	RELA
SRC	HRAS
SRC	STAT3
STAT3	MYC
STAT3	STAT1
ITGAL	PTK2
PTK2	MAPK1
PTK2	ITGB1
ITGB1	PRKACA
HDAC2	THRA
THRA	CTNNB1
HDAC2	THRB
THRB	HIF1A
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	NFKB1
JUN	RELA
HDAC2	RBPJL
RBPJL	MYC
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
MYC	PIAS2
PIAS2	STAT1
HDAC2	RBPJ
THRB	GATA4
GATA4	SRF
SRF	ETS1
PAX6	PDX1
CREB3L4	PDYN
CREB3L2	PDYN
TFDP2	CCNE2
CLOCK	PER3
FOSB	GRIA2
ATF2	PCNA
MAPK8	SMAD4
CREBBP	EDN1
CREBBP	PDK1
EP300	EDN1
EP300	PDK1
HIF1A	EDN1
HIF1A	PDK1
SOS2	CCND3
STAT1	SOCS4
STAT1	MYC
STAT1	PIM1
STAT1	SOCS3
STAT1	SOCS5
NFKB1	CXCL2
NFKB1	NFKBIA
NFKB1	TNFAIP3
NFKB1	CCL4L1
RELA	NFKB2
RELB	TNFSF13B
PIK3R5	PDPK1
PIK3CG	AKT2
PIK3R3	AKT2
CREB1	HLA-DOB
STAT4	IRF1
CEBPA	IVL
SPI1	NFKB1
TFAP2A	PDHA1
FOS	PENK
RELA	S100A6
PPARG	SERPINE1
JUN	SPP1
CREB1	TG
SMAD4	TIMP1
FLI1	TNNC1
PAX5	TP53
TFAP2A	VHL
