HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	MYC
SMAD2	SP1
MAPK1	TP53
MAPK1	STAT3
MAPK1	STAT1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	JUN
STAT3	STAT4
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
HRAS	PIK3R5
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
STAT3	STAT2
STAT3	STAT6
MAPK1	ESR1
NFKB1	MYB
MAPK1	SMAD3
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	CREB1
MAPK1	ELK1
MAPK1	ATF2
MAPK1	ETS1
HRAS	FOS
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
PIK3R5	HIF1A
PRKACA	CREM
HIF1A	CREBBP
CREBBP	RBPJL
CREBBP	RBPJ
MAPK1	ETS2
HRAS	MAPK14
MAPK14	MAX
RB1	E2F2
RB1	E2F3
NFKB1	NFKB2
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
PIK3R5	GSK3B
GSK3B	MYC
CREBBP	SP1
ITGB2	SRC
SRC	STAT3
STAT3	STAT1
PIK3R5	AKT3
AKT3	NFKB1
AKT3	RELA
AKT3	JUN
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
AKT3	PPP1CA
PPP1CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
EGFR	SOS1
EGFR	SOS2
STAT3	ESR1
ITGB2	CRK
CRK	ABL1
ABL1	RB1
AKT3	CREB1
AKT3	ATF2
PIK3R5	HRAS
PIK3R5	PLCE1
PTK2	MAPK14
AKT3	CHUK
CHUK	NFKB2
JUP	MYC
JUP	CCND1
CREB3	NPY
CREB1	NPY
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER2
ARNTL	CRY1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
ARNTL	BHLHE41
CLOCK	PER2
FOSB	NFKB1
MYC	CCND1
VDR	TRPV5
MAPK14	CXCL1
MAPK11	CXCL1
RBPJL	CR2
EP300	CDKN1B
ARNT	EDN1
ARNT	ENO1
YAP1	ID3
YAP1	ID4
YAP1	AXIN2
YAP1	NKD1
WWTR1	AREG
WWTR1	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	CCND2
TEAD4	CTGF
TEAD4	AXIN1
TEAD4	AXIN2
TEAD3	BIRC5
TEAD3	CCND1
TP73	BBC3
TCF7L1	BIRC2
TEAD2	CTGF
TEAD2	GLI2
TEAD2	AXIN2
TEAD2	CCND2
RELA	TRAF2
RELA	CCL4L1
PIK3CG	AKT3
PIK3R1	AKT2
PIK3R2	AKT1
PIK3R3	AKT3
RBPJL	HES5
TP53	IGFBP3
TP53	RPRM
RXRA	APOA2
RXRB	ACADM
RXRB	APOC3
NFKB1	CEBPB
NFKB1	IL23A
NFYB	HLA-DPA1
MAPK8	NOS2
MAPK8	IL23A
MAPK8	TNF
MAPK11	IL1A
MAPK11	IL1B
MAPK11	IL6
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
RFXANK	HLA-DPA1
RFXANK	HLA-DPB1
RFXANK	HLA-DQA1
SP1	COL4A2
SP3	ABCA1
ATF3	ASNS
ATF4	ASNS
CREB1	ATP1A1
NFKB1	B2M
E2F1	CDC25A
E2F4	CDC45
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF2	CEACAM6
ATF1	CGA
NFIC	CSNK2A1
NFKB1	CSNK2A1
ETS1	CSNK2B
CEBPB	CSRP1
USF2	CTSB
SP1	CTSL
ETS1	DNTT
USF1	FBP1
PPARG	GADD45A
RARA	GADD45A
POU2F1	HIST2H2BE
FOS	HLA-DRA
CEBPB	HP
CREB1	HPGD
STAT5B	IFNG
EGR1	IGF2
ERG	MMP2
FLI1	MMP2
SPI1	MMP2
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
TP53	NME1
MYC	NME2
FOS	NQO1
JUND	NQO1
RELA	NR4A1
MYC	NRAS
JUN	NRAS
MYB	NRAS
PAX6	PDHX
JUN	PENK
NFIC	PLAT
CREB1	POLD2
TFAP2A	POLD2
ETS1	PPP2R4
ATF4	PTGS2
SMAD3	TIMP1
