HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
HRAS	JUN
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	TP53
ITGAL	PTK2
PTK2	ITGB1
ITGB1	PRKACA
ITGAL	SRC
SRC	PIK3R5
SRC	HRAS
SRC	STAT3
STAT3	ESR1
ESR1	SP1
PTK2	MAPK1
HDAC2	THRB
THRB	PIK3R5
PIK3R5	PLCE1
HDAC2	RXRA
HDAC2	RXRB
HDAC2	RXRG
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
HDAC2	THRA
THRA	CTNNB1
CTNNB1	CREBBP
CREBBP	SP1
CREBBP	TP53
PIK3CD	PDPK1
FOXO3	CDKN1B
FOXO3	G6PC2
PPARA	ACSBG2
PPARD	CPT1A
RXRA	APOA5
RXRA	CYP4A11
ESR2	CD68
SPI1	CD68
POU2F2	CD79A
TFAP2A	COL1A1
CREB1	ERBB2
ELK1	ERBB2
