HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	JUN
HRAS	MAPK1
MAPK1	MYC
MAPK1	TP53
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	ETS1
SMAD2	E2F4
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	ESR1
MAPK1	STAT3
HRAS	PIK3R5
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
HRAS	RAF1
RAF1	NFKB1
NFKB1	MYB
RAF1	RELA
HRAS	FOS
MAPK1	SMAD3
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
HRAS	MAPK14
MAPK14	MAX
MAPK1	CREB1
MAPK1	ETS2
HRAS	MAPK3
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	RBPJL
CREBBP	RBPJ
HRAS	MAPK8
MAPK8	JUND
MAPK1	ATF2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
PIK3R5	MTOR
MTOR	PPARG
SMAD2	WWTR1
LEF1	PPARD
ITGAL	SRC
SRC	HRAS
SRC	STAT3
STAT3	MYC
ITGAL	PTK2
PTK2	MAPK1
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
STAT3	ESR1
ESR1	SP1
LEF1	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT1
SRC	GRB2
CTNNB1	CREBBP
CREBBP	MYB
SRC	RAC1
RAC1	NFKB1
RAC1	RELA
ITGAL	CRK
CRK	ABL1
ABL1	RB1
PTK2	MAPK14
PTK2	MAPK3
MAPK14	JUND
STAT3	PPARGC1A
PPARGC1A	PPARA
SRC	PIK3R5
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
HDAC2	RBPJL
RBPJL	MYC
HDAC2	THRA
THRA	CTNNB1
CREBBP	TP53
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
CREBBP	SP1
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
MYC	PIAS2
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT1
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
PIAS2	STAT2
PIAS2	STAT4
PIAS2	STAT6
JUN	NFKB1
JUN	RELA
YAP1	SMAD3
MYC	MAX
CREBBP	CREB1
SRF	ETS2
RBPJL	FGR
FGR	PTK2
HDAC2	RBPJ
FOS	TNF
TNF	MAPK8
CREBBP	ATF2
IL6	LEPR
LEPR	PPARA
HDAC2	RXRA
RXRA	PPARG
YAP1	WWTR1
THRB	HIF1A
JUP	MYC
JUP	CCND1
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER3
CREB1	PER2
ARNTL	CRY1
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORA
ARNTL	RORB
ARNTL	RORC
ARNTL	BHLHE41
CLOCK	PER2
FOSB	NFKB1
TCF7	BIRC5
TCF7L2	MYC
TCF7L1	BIRC5
MAPK14	CXCL1
EP300	FIGF
HIF1A	TIMP1
HIF1A	VEGFC
ARNT	EDN1
ARNT	EGF
ARNT	ENO1
ARNT	FIGF
ARNT	HK2
ARNT	LDHA
ARNT	PFKFB1
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	ID2
YAP1	ID3
YAP1	ID4
YAP1	CCND1
YAP1	AXIN1
YAP1	AXIN2
YAP1	NKD1
WWTR1	FGF1
WWTR1	ITGB2
WWTR1	AREG
WWTR1	SERPINE1
SMAD1	ID4
SMAD4	ID2
TCF7	SNAI2
TCF7	SOX2
TCF7	CCND2
TCF7L2	SOX2
TCF7L2	AXIN1
TCF7L2	CCND3
TEAD1	GLI2
TEAD1	BIRC5
