HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	TP53
MAPK1	MYC
SMAD2	SP1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	ETS2
SMAD2	YAP1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
HRAS	RAF1
RAF1	RELA
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
RB1	E2F2
RB1	E2F3
MAPK1	CREB1
RAF1	NFKB1
NFKB1	MYB
HRAS	PIK3R5
PIK3R5	HIF1A
SMAD2	WWTR1
MAPK1	ELK1
HRAS	JUN
MAPK1	ETS1
MAPK1	ATF4
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	CREB3
MAPK1	ATF2
MAPK1	ATF6B
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	MAPK14
MAPK14	MAX
ELK1	EGR1
SMAD2	SMAD7
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
PIK3R5	GSK3B
GSK3B	MYC
CREBBP	SP1
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PIK3R5	AKT3
AKT3	PPP1CA
PPP1CA	YAP1
ITGB2	CRK
CRK	ABL1
ABL1	RB1
AKT3	RELA
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
AKT3	CREB1
AKT3	NFKB1
PPP1CA	WWTR1
AKT3	JUN
AKT3	ATF4
PIK3R5	PLCE1
AKT3	CREB3
AKT3	ATF2
AKT3	ATF6B
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
PTK2	MAPK14
TNF	ICAM1
CREB3	FOSB
CREB1	FOSB
ATF2	FOSB
ATF6B	FOSB
CREB3L4	BDNF
ATF4	BDNF
CREB3L2	FOSB
ATF6B	ARC
ATF4	ARC
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
STAT5A	BCL2L1
CREB1	PER3
ARNTL	CRY2
ARNTL	RORB
JUN	RELA
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
CREB1	PCNA
CREBBP	FASLG
CREBBP	CDKN1A
CREBBP	EGF
EP300	CDKN1A
EP300	EGF
HIF1A	CDKN1A
HIF1A	EGF
HIF1A	TFRC
HIF1A	TIMP1
ARNT	HK2
ARNT	BCL2
ARNT	VEGFA
STAT3	HIF1A
YAP1	ID1
YAP1	ID2
YAP1	AREGB
YAP1	AXIN1
WWTR1	BIRC5
WWTR1	ITGB2
SMAD2	SERPINE1
CREB3	MITF
LEF1	MITF
RELA	PTGS2
PIK3CD	AKT3
PIK3R1	AKT2
PIK3R1	PDPK1
PIK3R2	AKT1
ETS1	MMP1
FOS	VEGFB
CREB3	BCL2
CREB3L1	MCL1
PPARA	LPL
PPARD	UCP1
PPARG	PLIN1
RXRA	ACSL3
RXRA	ACADL
RXRA	APOA1
RXRA	ACADM
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
NFYB	HLA-DQA2
MAPK3	IL18
MAPK8	IL18
MAPK11	IL18
MAPK11	NOS2
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
RFX5	LOC100507709
RFXANK	HLA-DPA1
RFXANK	HLA-DPB1
RFXANK	HLA-DQA1
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	FOSL1
SP1	COL4A2
SPI1	REL
SPI1	CXCR2
TP53	MKI67
TP53	APAF1
TP53	EPCAM
SP1	ADA
SP1	CAV1
SP3	CCND1
SP4	CCND1
TP53	CCND1
USF1	CCND1
ELK1	CCT8
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP3	COL2A1
USF1	CTSB
SP3	CTSL
ETS1	DNTT
EGR1	EGFR
CEBPB	F8
NFKB1	F8
AR	F9
CEBPA	F9
NFKB1	FBP1
CEBPA	GPX4
NFIC	HMOX1
EGR1	IFNG
STAT5A	IFNG
CEBPB	IGF2
SP1	IGFBP3
CEBPD	IL1A
REL	IL1B
CREM	IL2
NFKB1	IL2
TP53	IL8
CEBPA	ITGA2
ERG	MMP2
FLI1	MMP2
SPI1	MMP2
MYC	NME1
JUN	NPPA
HIF1A	NR4A1
CREB1	NRAS
CREM	PLAT
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
SP1	RPL10
USF1	S100A6
ETS2	SPP1
LEF1	SPP1
JUND	TIMP1
SP1	TIMP1
NFKB1	TP53
PAX8	TP53
