HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	SP1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	ESR1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
PIK3R5	MTOR
MTOR	PPARG
MAPK1	SMAD3
SMAD2	YAP1
MAPK1	MYC
SMAD2	WWTR1
HRAS	JUN
MAPK1	ELK1
ELK1	EGR1
MAPK1	STAT3
NFKB1	MYB
CREBBP	EPAS1
SMAD2	E2F4
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	STAT1
STAT3	STAT4
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
STAT3	STAT2
STAT3	STAT6
MAPK1	CREB1
PRKACA	XBP1
XBP1	CEBPA
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
NFKB1	NFKB2
CREBBP	RBPJL
CREBBP	RBPJ
HRAS	MAPK14
HRAS	MAPK11
HRAS	MAPK13
STAT1	MYD88
MAPK1	CREB3
MAPK1	ATF2
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
MAPK14	CEBPB
MAPK1	MITF
PRKACA	CREM
HRAS	FOS
HRAS	MAPK3
MAP3K1	CHUK
CHUK	RELB
MAPK1	ETS1
HRAS	MAPK8
HRAS	MAPK9
HRAS	MAPK10
NFKB1	TRAF6
TRAF6	IRF5
CREB3	ATF1
MAPK8	JUND
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
CREBBP	SP1
PIK3R5	PLCE1
ITGB2	SRC
SRC	STAT3
STAT3	ESR1
PIK3R5	AKT3
AKT3	NFKB1
AKT3	RELA
SRC	CTNNB1
CTNNB1	LEF1
AKT3	PPP1CA
PPP1CA	YAP1
PIK3R5	GSK3B
GSK3B	MYC
PPP1CA	WWTR1
AKT3	JUN
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
STAT3	STAT1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
AKT3	CREB1
AKT3	IKBKG
EGFR	SOS1
EGFR	SOS2
AKT3	CHUK
CHUK	NFKB2
PTK2	MAPK14
PTK2	MAPK11
PTK2	MAPK13
AKT3	CREB3
AKT3	ATF2
AKT3	ATF6B
AKT3	ATF4
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
PIK3R5	HRAS
PTK2	MAPK3
MAPK14	JUND
TNF	SELE
CREB3	NPY
CREB1	NPY
ATF2	NPY
ATF6B	NPY
ATF4	CRH
MAPK1	PDYN
CREB3L2	NPY
CREB3L1	CRH
CREB3L1	NPY
CREB5	BDNF
GLI3	WNT4
GLI3	PTCH1
GLI3	BMP2
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
NPAS2	RORA
NPAS2	RORC
NPAS2	BHLHE40
NPAS2	NR1D1
CLOCK	CRY2
CLOCK	RORA
CLOCK	BHLHE41
CLOCK	PER2
CLOCK	NR1D1
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	BIRC2
ELK1	BIRC3
ELK1	XIAP
EGR3	FASLG
FOS	MMP9
NFKB1	TNF
RELA	MMP9
RELA	TNF
CREB3L2	IL8
CREBBP	FIGF
CREBBP	GAPDH
CREBBP	SERPINE1
CREBBP	PGF
CREBBP	PGK1
CREBBP	BCL2
EP300	FIGF
EP300	GAPDH
EP300	SERPINE1
EP300	PGF
EP300	PGK1
EP300	BCL2
HIF1A	FIGF
HIF1A	GAPDH
HIF1A	SERPINE1
HIF1A	PGK1
HIF1A	BCL2
ARNT	EDN1
ARNT	EGF
