HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	MYC
HRAS	JUN
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	SMAD2
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
HRAS	RAF1
RAF1	NFKB1
NFKB1	MYB
RAF1	RELA
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	STAT3
PRKACA	PPARA
TP53	GADD45G
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
TCF7	BIRC5
HIF1A	TIMP1
ARNT	EDN1
ARNT	FIGF
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	ID2
YAP1	ID3
YAP1	CCND1
YAP1	AXIN1
YAP1	AXIN2
WWTR1	FGF1
WWTR1	ITGB2
WWTR1	AREG
SMAD1	ID4
SMAD4	ID2
TCF7	SNAI2
TCF7	CCND2
TCF7L2	SOX2
TCF7L2	CCND3
TEAD4	AXIN1
TEAD3	CTGF
RBPJ	HES1
TP53	BAI1
EPAS1	SLC2A1
ETS1	CDK4
NFKB2	TRAF6
IRF8	IL12B
CREB1	BCL2
FOXO3	CDKN1B
PPARA	EHHADH
PPARA	APOA2
PPARA	ACOX1
PPARA	ACSBG2
PPARG	ACSL3
PPARG	PCK1
PPARG	UCP1
RXRA	APOA5
RXRA	ACADM
MYD88	IFNA7
NFKB1	CEBPG
RFXAP	HLA-DMB
ETS2	CDK1
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
TFAP2A	CDKN1A
NFIC	CGA
TP53	CHEK1
SP3	CHI3L1
TFAP2A	COL1A1
BCL3	NFKB2
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
ETS2	PLAU
