HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	JUN
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	MAPK1
MAPK1	ETS1
HRAS	MAPK8
MAPK8	JUND
MAPK1	SMAD3
MAPK1	SMAD4
MAPK1	SMAD2
SMAD2	SP1
MAPK1	CREB1
MAPK1	STAT1
HRAS	FOS
MAPK1	STAT3
MAPK8	JUNB
MAPK1	TP53
TP53	TP73
SMAD2	YAP1
SMAD2	WWTR1
MAPK1	MYC
MYC	ZBTB17
MYC	PIAS2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
CREB3L1	NPY
CREB5	CRH
CREB5	BDNF
GLI2	WNT9A
GLI2	WNT10A
GLI3	BMP4
EGR2	FASLG
EGR3	FASLG
NFATC3	TNF
MAPK8	JUN
CREBBP	ALDOA
CREBBP	FIGF
CREBBP	LTBR
CREBBP	ANGPT4
EP300	ALDOA
EP300	FIGF
EP300	LTBR
EP300	ANGPT4
HIF1A	ALDOA
HIF1A	FIGF
HIF1A	LTBR
HIF1A	ANGPT4
HIF1A	TEK
ARNT	EGF
ARNT	ANGPT2
ARNT	LDHA
ARNT	PFKFB1
ARNT	PGK1
SMAD2	CTGF
TP53	PERP
TP53	PPM1D
RXRA	APOC3
RXRA	ILK
RXRA	ACSL5
MAPK3	IL12A
EGR1	APOA1
USF1	APOA2
CEBPA	APOB
PPARA	APOB
ELK1	CCT8
ATF2	CGA
STAT5B	ESR1
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
STAT1	IL2RA
STAT4	IL2RA
CEBPB	IL4
ETS2	MMP3
FLI1	MMP3
PPARG	MMP9
RARB	S100A9
RARG	S100A9
EGR1	SERPINE1
PPARD	SERPINE1
SP1	TAF7
TFAP2A	TAF7
SP1	TFPI2
ATF1	TG
CEBPA	TK1
ATF1	TNF
SP1	TNF
ETS1	TNNC1
SP1	TPI1
CREB1	TRH
CEBPA	UBE2L3
PAX1	VHL
SMAD3	ZFP36
