HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	SMAD3
MAPK1	SMAD4
SMAD2	WWTR1
MAPK1	TP53
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
MAPK1	ESR1
SMAD4	LEF1
LEF1	PPARD
HRAS	PIK3R5
PIK3R5	MTOR
MTOR	PPARG
MAPK1	MYC
HRAS	JUN
MAPK1	STAT3
MAPK1	STAT1
STAT3	STAT4
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
ITGB2	PIK3R5
CREBBP	SP1
PIK3R5	AKT3
AKT3	PPP1CA
PPP1CA	YAP1
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
ITGB2	PTK2
PTK2	MAPK1
PPP1CA	WWTR1
AKT3	NFKB1
AKT3	RELA
PIK3R5	PLCE1
SRC	STAT3
STAT3	ESR1
PIK3R5	GSK3B
GSK3B	MYC
AKT3	JUN
STAT3	STAT1
GLI3	PTCH1
GLI3	BMP2
LEF1	CCND1
ELK1	BIRC2
ELK1	BIRC3
RELA	MMP9
RELA	TNF
CREBBP	PGF
CREBBP	PGK1
EP300	PGF
EP300	PGK1
HIF1A	PGK1
ARNT	ALDOA
ARNT	FLT1
ARNT	SERPINE1
ARNT	PDK1
ARNT	PFKFB2
YAP1	BIRC2
YAP1	SERPINE1
YAP1	SNAI2
WWTR1	AFP
WWTR1	BBC3
SMAD1	ID3
TEAD1	SNAI2
TEAD4	CCND3
TEAD3	AXIN1
STAT4	SOCS2
STAT5A	MYC
STAT5B	SOCS1
STAT6	SOCS7
TCF7L2	MITF
PIK3CD	AKT3
PIK3R1	PDPK1
RFXAP	HLA-DOA
TCF7L1	FOSL1
CEBPA	TWF2
CEBPA	TSC22D3
CREB1	TINAGL1
CREB1	CD55
ELK1	TWF2
ETS2	TWF2
ETV4	PLAUR
FLI1	POLR2A
SP1	COL4A2
ATF3	ASNS
ATF4	ASNS
CREB1	ATP1A1
NFKB1	B2M
USF2	CALCA
E2F4	CAV1
SP3	CDKN1A
NFKB1	COL1A1
SP1	COL1A1
ETV4	MMP9
PPARA	MMP9
ETS1	PLAU
ESR1	PTMA
EGR1	PTP4A1
ETS1	SLC26A3
CREB1	SLC9A1
HOXA5	TH
TFAP2A	TH
SP3	TNNC1
SP3	TNPO1
NFKB1	VWF
