HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
HRAS	MAPK1
MAPK1	CREB1
PIK3R5	MTOR
MTOR	PPARG
HRAS	JUN
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
ITGAL	SRC
SRC	CTNNB1
CTNNB1	CREBBP
ITGAL	PTK2
PTK2	MAPK1
SRC	PIK3R5
SRC	HRAS
HDAC2	RBPJL
HDAC2	THRA
THRA	CTNNB1
CREBBP	CREB1
HDAC2	RXRA
RXRA	PPARG
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
HDAC2	RXRB
HDAC2	RXRG
MAX	CKS1B
NFKB2	TRAF5
PPARA	DBI
PPARG	ACSL1
NFYB	HLA-DQA2
TFAP2A	CGA
TP53	CHEK1
REL	CSF2
