HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	HIF1A
HRAS	MAPK1
MAPK1	TP53
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	FOXO3
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	JUN
ITGB2	PIK3R5
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	AKT3
AKT3	FOXO3
AKT3	NFKB1
AKT3	RELA
AKT3	JUN
RBPJ	FCER2
CTNNB1	CCND3
MAPK10	JUN
RELA	IL6
CREBBP	PFKFB3
CREBBP	PFKL
EP300	PFKFB3
EP300	PFKL
HIF1A	PFKFB3
HIF1A	PFKFB4
HIF1A	PFKL
NFKB1	FIGF
RXRG	EHHADH
IRF7	IFNA8
NFYB	HLA-DPA1
MAPK1	TNF
USF2	CALCA
E2F4	CAV1
CEBPA	FN1
ATF2	HLA-E
PPARG	PTGS2
MYC	PTMA
JUN	SFTPA1
NFIC	SFTPC
CREB1	TH
HOXA4	TH
SMAD2	TNNC1
SMAD4	TNNC1
ERG	VWF
ETS1	VWF
ETS2	VWF
