TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
ADCY1	PRKACA
PRKACA	RELA
PRKACA	NFKB1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PRKACA	PPARA
PPARA	RXRA
PRKACA	CREBBP
CREBBP	RXRB
CREBBP	RXRG
PRKACA	MAPK1
MAPK1	ESR1
NFKB1	HIF1A
MAPK8	JUN
MAPK1	STAT1
PRKACA	EP300
CREBBP	ARNT
CREBBP	SP1
MAPK1	MYC
MAPK8	SMAD3
SMAD3	E2F4
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK1	STAT3
NFKB1	MYB
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT4
CREBBP	STAT2
CREBBP	STAT6
PRKACA	CREB1
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
MAPK1	TP53
MAPK1	RELA
MAPK1	NFKB1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
NOS1	HRAS
HRAS	PIK3R5
PIK3R5	HIF1A
HRAS	JUN
GATM	NOS3
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
MAPK1	SMAD2
SMAD2	SP1
SMAD2	E2F4
SMAD2	YAP1
PIK3R5	MTOR
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT4
STAT3	STAT2
STAT3	STAT6
NOS3	CREB1
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
RBPJ	CR2
RBPJ	FCER2
CTNNB1	CCND3
ELK1	XIAP
ATF2	IL8
RELA	IL6
CREB3L2	IL8
CREBBP	CDKN1B
CREBBP	PFKL
CREBBP	BCL2
EP300	CDKN1B
EP300	PFKL
EP300	BCL2
HIF1A	CDKN1B
HIF1A	TIMP1
ARNT	EDN1
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
PIK3CB	AKT2
RBPJ	HES5
TP53	BAX
MYC	IL8
NFKB2	TRAF3
RELA	TRAF6
PPARA	CYP8B1
PPARA	CYP4A22
PPARG	FABP4
PPARG	SLC27A1
RXRB	ACSL6
RXRB	HMGCS2
RXRB	APOA1
RXRG	FABP4
IRF7	IFNA10
CREB1	HLA-DRB5
MAPK14	IL6
MAPK14	NOS2
MYD88	IFNA2
NFYC	HLA-DQA2
MAPK8	IL18
MAPK10	IL12A
RELA	IL1A
RELA	IL18
MAPK12	IL1B
SP1	COL4A2
SP1	CD9
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF2	CEACAM6
ATF1	CGA
USF1	CTSB
NFKB1	F3
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
ETV4	PTGS2
PPARG	PTGS2
MYC	PTMA
USF1	PTPN6
SP1	RPL15
NFIC	SFTPC
EGR1	SOD1
ETV4	SPP1
HOXA4	TH
EGR1	THBS1
SMAD3	TIMP1
SMAD4	TNNC1
TFAP2A	TNPO1
PAX2	TP53
