HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	JUN
MAPK1	MYC
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
MAPK1	TP53
MAPK1	ETS1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	STAT3
MAPK1	STAT1
HRAS	FOS
MAPK1	CREB1
HRAS	PIK3R5
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ELK1
ELK1	EGR1
MAPK1	ESR1
ETS1	SPI1
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
STAT3	STAT4
STAT1	CIITA
CIITA	NFYA
CIITA	NFYB
CIITA	NFYC
CIITA	RFX5
CIITA	RFXAP
CIITA	RFXANK
MAPK1	SMAD3
MAPK1	ETS2
CREBBP	EPAS1
CREB3L4	FOS
CREB3L2	FOS
GLI3	PTCH1
GLI3	WNT1
GLI3	WNT2
MAPK14	CXCL1
ATF4	IL8
MAPK8	SMAD4
MAPK10	JUN
CREBBP	HK2
CREBBP	PDK1
CREBBP	PFKFB3
EP300	HK2
EP300	PDK1
EP300	PFKFB3
HIF1A	HK2
HIF1A	PDK1
HIF1A	PFKFB3
TEAD1	GLI2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
PAX6	PDX1
LEF1	MITF
NFKB1	CXCL2
NFKB1	NFKBIA
NFKB1	TNFAIP3
NFKB1	CCL4L1
RELA	NFKB2
RELA	TRAF1
RELB	TNFSF13B
PIK3R5	AKT1
PIK3R5	PDPK1
PIK3CD	PDPK1
PIK3CG	AKT2
PLCG2	EGFR
PIK3R3	AKT2
HIF1A	TGFB1
CREB1	BCL2
PPARA	ACOX1
PPARG	UCP1
RXRA	SLC27A1
RXRB	PCK1
RXRG	ACSL1
RXRG	ACSL6
RXRG	AQP7
RXRG	PLIN1
IRF7	IFNA16
JUN	IL6
NFKB1	IL12B
SPI1	ITGAM
MYD88	IFNA10
MAPK11	IL18
MAPK11	NOS2
MAPK12	IL1B
TCF7L1	PPARD
TCF7L1	FOSL1
CEBPA	TWF2
CREB1	TINAGL1
CREB1	TWF2
CREB1	ADRB2
SP1	AKR1B1
POU2F1	AKR1C3
NFIC	ALAS1
CEBPA	ALB
CEBPB	ALB
SP1	ALB
SP1	ALDH3A1
JUN	ALDOA
SP1	ALDOA
POU2F1	ALDOC
SMAD1	ANKRD1
SMAD3	ANKRD1
E2F1	APAF1
TP53	APCS
SP1	APEX1
SP1	CCND1
ESR2	CD68
SPI1	CD68
POU2F1	CD79A
POU2F2	CD79A
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
NFIC	CGA
TFAP2A	CGA
TP53	CHEK1
POU5F1	HMGB2
ETS1	HMOX1
FLI1	HMOX1
NFIC	HMOX1
STAT3	IRF1
SPI1	ITGB2
ETV4	MMP9
SMAD3	MMP9
SP1	MMP9
TFAP2A	POLD2
SPI1	SERPINB1
PPARG	SERPINE1
JUN	SFTPA1
JUN	TFPI2
CREB1	TG
CREB1	TH
ELK1	TNF
FLI1	TNNC1
SMAD2	TNNC1
POU2F1	TXNRD1
TFAP2A	VHL
ERG	VWF
