HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	RELA
HRAS	MAPK1
MAPK1	TP53
RAF1	NFKB1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
ITGAL	SRC
SRC	RAC1
RAC1	RELA
ITGAL	PTK2
PTK2	MAPK1
RAC1	NFKB1
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	RELA
HDAC2	THRA
THRA	CTNNB1
CTNNB1	CREBBP
CREBBP	TP53
JUN	NFKB1
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
STAT5A	BCL2L1
CREB1	PER3
ARNTL	CRY2
ARNTL	RORB
RBPJ	PTCRA
RBPJ	HES5
TP53	PTEN
TP53	BAX
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
SP1	ADA
USF1	CTSB
ETS1	DNTT
STAT1	EGFR
MYC	NME1
JUN	NPPA
HIF1A	NR4A1
CREB1	NRAS
