HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CREB1
HRAS	JUN
MAPK1	MYC
MAPK1	ETS1
SMAD2	SP1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	ETS2
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ATF2
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	CREB3
CREB3	ATF1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
NFKB1	MYB
MAPK1	STAT3
MAPK1	STAT1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	ESR1
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
HRAS	FOS
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
RB1	E2F2
RB1	E2F3
CREBBP	RBPJL
CREBBP	RBPJ
STAT3	STAT4
NFKB1	NFKB2
STAT3	STAT2
STAT3	STAT6
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
ITGAL	PTK2
PTK2	MAPK1
ITGAL	SRC
SRC	HRAS
SRC	STAT3
STAT3	MYC
STAT3	ESR1
ESR1	SP1
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
SRC	PIK3R5
CTNNB1	CREBBP
CTNNB1	EP300
LEF1	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
ITGAL	ICAM1
ICAM1	PLCG2
PLCG2	CAMK2A
CAMK2A	ATF1
SRC	RAC1
RAC1	NFKB1
RAC1	RELA
CREBBP	MYB
STAT3	STAT1
ITGAL	CRK
CRK	ABL1
ABL1	RB1
STAT3	STAT5A
STAT3	STAT5B
SRC	GRB2
HDAC2	THRA
THRA	CTNNB1
CREBBP	TP53
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
CREBBP	CREB1
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
HDAC2	RBPJL
RBPJL	MYC
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
CREBBP	SP1
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
THRB	HIF1A
SRF	ETS2
CREBBP	ATF2
CREBBP	CREB3
JUN	NFKB1
JUN	RELA
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
MYC	PIAS2
PIAS2	STAT1
CREBBP	ATF6B
CREBBP	ATF4
CREBBP	CREB3L2
CREBBP	CREB3L1
CREBBP	CREB5
PIAS2	STAT5A
PIAS2	STAT5B
HDAC2	RBPJ
PIAS2	STAT4
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
PIAS2	STAT2
PIAS2	STAT6
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER3
CREB1	PER2
ARNTL	CRY1
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORA
ARNTL	RORB
ARNTL	RORC
ARNTL	BHLHE41
CLOCK	PER2
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
NFKB1	TNF
MAPK9	JUN
CREBBP	SERPINE1
CREBBP	PFKFB1
EP300	SERPINE1
EP300	PFKFB1
HIF1A	SERPINE1
HIF1A	PFKFB1
HIF1A	TIMP1
ARNT	EDN1
ARNT	ENO1
YAP1	ID2
YAP1	ID3
YAP1	ID4
YAP1	AXIN1
YAP1	AXIN2
YAP1	NKD1
WWTR1	ITGB2
WWTR1	AREG
WWTR1	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
TEAD1	GLI2
TEAD1	BIRC5
TEAD1	CCND2
TEAD4	CTGF
TEAD4	AXIN1
TEAD4	AXIN2
TEAD3	BIRC5
TEAD3	CCND1
