HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	TP53
MAPK1	ETS1
MAPK1	CREB1
MAPK1	ELK1
ELK1	EGR1
HRAS	JUN
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	STAT1
STAT1	MYD88
HRAS	MAP3K1
MAP3K1	CHUK
CHUK	IRF7
PIK3R5	GSK3B
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
MAPK1	CREB3
CREB3	ATF1
HRAS	MAPK3
HRAS	FOS
ETS1	SPI1
SMAD2	E2F4
THRA	RXRB
THRA	RXRG
MAPK1	MYC
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
PIK3R5	MTOR
MTOR	PPARG
MAPK1	ATF2
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
PIK3R5	AKT3
AKT3	IRF3
MAPK1	STAT3
STAT3	IRF1
PRKACA	PPARA
HRAS	MAPK8
HRAS	MAPK9
HRAS	MAPK10
HRAS	MAPK14
MAPK14	CEBPB
MAPK1	ETS2
HRAS	MAPK11
HRAS	MAPK13
NFKB1	TRAF6
TRAF6	IRF5
MAPK1	SMAD4
MYD88	VDR
MAPK1	SMAD3
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
STAT3	STAT4
MAPK1	FOXO3
ITGB2	PIK3R5
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
AKT3	CREB1
AKT3	JUN
AKT3	NFKB1
AKT3	RELA
ITGB2	SRC
SRC	STAT3
STAT3	STAT1
AKT3	CHUK
AKT3	CREB3
PTK2	MAPK3
PIK3R5	HRAS
GSK3B	MYC
PIK3R5	PLCE1
AKT3	ATF2
AKT3	ATF6B
AKT3	ATF4
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
PTK2	MAPK14
PTK2	MAPK11
PTK2	MAPK13
AKT3	IKBKG
AKT3	PPP1CA
PPP1CA	YAP1
SRC	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
AKT3	FOXO3
ATF6B	BDNF
CREB3L4	CRH
CREB3L2	BDNF
CREB5	NPY
NR3C2	ATP1A1
NR3C2	ATP1A4
NR3C2	ATP1B3
NR3C2	SCNN1A
NR3C2	SGK1
CREB3	PDYN
CREB1	PDYN
ATF2	PDYN
ATF6B	PDYN
ATF4	PDYN
CREB3L3	ARC
CREB3L1	PDYN
CREB5	ARC
CREB5	FOS
NFKB1	BIRC8
NFKB1	BIRC3
RELA	BIRC3
GLI1	WNT16
GLI1	WNT4
GLI1	PTCH1
GLI1	BMP2
GLI1	WNT1
GLI1	WNT8A
GLI1	WNT9A
GLI1	WNT9B
GLI1	WNT10A
GLI1	PTCH2
GLI2	GLI1
NPAS2	CRY2
VDR	SLC8A1
VDR	CALB1
MAPK13	IL8
RELA	IL8
MAPK12	CXCL1
ELK1	CCND1
CREB3	IL8
IRF3	IFNB1
NFKB1	TNF
CREB3L2	PCNA
CREB3L1	IL8
CREBBP	ANGPT1
CREBBP	SERPINE1
CREBBP	SLC2A1
CREBBP	VEGFA
EP300	ANGPT1
EP300	SERPINE1
EP300	SLC2A1
EP300	VEGFA
HIF1A	ANGPT1
HIF1A	SERPINE1
HIF1A	TF
ARNT	ENO3
YAP1	BIRC5
YAP1	AREG
YAP1	SOX2
YAP1	CCND3
WWTR1	GLI2
SMAD1	ID1
TEAD1	MYC
TEAD4	NKD1
TEAD3	SNAI2
SOS1	CCND1
STAT4	PIM1
LEF1	MITF
CREB3L3	MITF
RELA	TNFAIP3
RELA	TRAF1
PIK3R5	AKT3
PIK3R5	AKT1
PIK3CB	AKT1
PIK3CD	AKT2
PIK3CD	PDPK1
PLCG1	EGFR
PLCG2	EGFR
TP53	RFWD2
TP53	SIAH1
TP53	TP53I3
EPAS1	FIGF
FOS	IL8
MAX	CKS1B
MYC	MMP1
MYC	PGF
