AR	PRKACA
PRKACA	MAPK1
MAPK1	JUN
PRKACA	NFKB1
NFKB1	TP53
MAPK1	STAT3
MAPK1	SMAD2
SMAD2	E2F4
PRKACA	CREB1
PRKACA	CREB3
PRKACA	ATF2
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
NFKB1	PPP2CA
PPP2CA	YAP1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	STAT1
MAPK1	ELK1
MAPK1	FOS
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK1	MYC
PRKACA	CREBBP
CREBBP	SP1
CREBBP	STAT5A
CREBBP	STAT5B
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
PRKACA	PSEN1
PSEN1	ATF6
MAPK1	ETS1
PRKACA	MAPK14
MAPK14	MAX
NFKB1	HIF1A
PRKACA	MAPK3
PRKACA	RELA
PRKACA	EP300
CREBBP	ARNT
ELK1	EGR1
MAPK1	ETS2
IFNG	IDO1
TNF	ICAM1
CREB3	CRH
CREB3	FOSB
CREB1	CRH
CREB1	FOSB
ATF2	CRH
ATF2	FOSB
ATF6B	CRH
ATF6B	FOSB
CREB3L4	NPY
CREB3L4	BDNF
ATF4	NPY
ATF4	BDNF
CREB3L2	CRH
CREB3L2	FOSB
CREB5	BDNF
JUN	NFKB1
LEF1	MYC
TCF7	BIRC5
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ATF6B	IL8
SMAD3	MYC
NFKB1	TNF
CREBBP	ENO1
CREBBP	HK1
CREBBP	SERPINE1
EP300	ENO1
EP300	HK1
EP300	SERPINE1
HIF1A	ENO1
HIF1A	HK1
HIF1A	SERPINE1
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
ARNT	FIGF
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	CCND1
WWTR1	FGF1
SMAD1	ID4
SMAD4	ID2
TCF7	CCND2
TCF7L2	CCND3
TEAD1	SOX2
TEAD4	MYC
TEAD3	CTGF
TEAD3	AXIN2
TCF7L1	AXIN2
TEAD2	CCND1
SMAD4	SLC2A1
FOXO1	PCK1
STAT3	SOCS2
STAT3	CCND3
PAX6	GCK
TCF7	MITF
MAPK1	CCND1
MAPK3	CDK4
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT2
PIK3R1	PDPK1
PIK3R2	AKT1
RXRA	ACADL
NFKB1	IL23A
MAPK3	IL18
MAPK10	IL12B
MAPK10	IL18
RFXANK	HLA-DMA
RFXANK	HLA-DRB5
RFXANK	CD74
CREB3	AQP2
CREB3L4	AQP2
USF1	CCNB1
USF2	CCNB1
ATF4	CGA
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
RARG	CRABP2
NFKB1	CSF1
ETS1	CSF2
SP3	DNASE2
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
ESR1	FOS
ESR2	FOS
ETS2	FOS
TFAP2A	HMOX1
CREB1	IFNG
EGR1	IFNG
STAT4	IFNG
STAT5A	IFNG
CEBPA	IGF2
CEBPB	IGF2
FLI1	IGFBP3
SP1	IGFBP3
CEBPB	IL1A
CEBPD	IL1A
CREB1	IL1B
REL	IL1B
CREB1	IL2
CREM	IL2
ETS2	IL2
NFKB1	IL2
CEBPB	IL4
CREB1	PLAT
EGR1	PLAU
ETS2	PLAU
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
RARA	S100A8
SPI1	SCARB2
PPARA	SERPINE1
POU2F1	SPP1
EGR1	TFPI2
JUN	TFRC
STAT1	TIMP1
EGR4	TNF
ERG	TNNC1
STAT1	TP53
JUN	TXN
HIF1A	VHL
ETS1	VWF
ETS2	VWF
NFIC	VWF
