HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAP3K1
MAP3K1	CHUK
CHUK	IRF7
HRAS	MAPK1
MAPK1	STAT1
STAT1	MYD88
MAPK1	TP53
MAPK1	SMAD2
SMAD2	SP1
HRAS	RAF1
RAF1	RELA
RAF1	NFKB1
MAPK1	CREB1
HRAS	JUN
MAPK1	ATF2
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ETS1
MAPK1	ELK1
ELK1	EGR1
MAPK1	CREB3
CREB3	ATF1
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
TNF	VCAM1
CREB3	BDNF
ATF6B	PDYN
ATF4	PDYN
ATF6B	PCNA
EGR2	FASLG
MAPK9	SMAD4
MAPK10	JUN
CREBBP	ENO2
CREBBP	ALDOA
CREBBP	PFKFB2
CREBBP	PFKFB3
EP300	ENO2
EP300	ALDOA
EP300	PFKFB2
EP300	PFKFB3
HIF1A	ENO2
HIF1A	ALDOA
HIF1A	PFKFB2
HIF1A	PFKFB3
STAT1	SOCS1
STAT1	SOCS2
STAT4	SOCS3
STAT5B	CCND3
HNF1A	HNF4A
MITF	TYRP1
NFKB1	CCL4L2
NFKB1	PTGS2
RELB	CCL13
PIK3R1	AKT3
RXRB	CYP7A1
RXRB	DBI
RXRB	FABP3
RXRB	ACSL1
RXRB	ACSL3
RXRG	SLC27A4
RXRG	CPT1A
RXRG	CYP7A1
RXRG	CYP8B1
RXRG	CYP27A1
RXRG	EHHADH
IRF7	IFNA8
MAPK13	TNF
RELA	CEBPB
RELA	IL1A
RFX5	HLA-DRB4
RFX5	HLA-DRB5
RFXAP	LOC100507714
RFXAP	HLA-DOA
RFXAP	HLA-DPB1
RFXAP	HLA-DQA1
RFXAP	HLA-DQA2
RFXAP	HLA-DQB1
RFXAP	HLA-DRA
NFATC1	PTGS2
ATF2	CGA
NFIC	CSNK2A1
NFKB1	CSNK2A1
CEBPB	CSRP1
STAT3	CSRP1
MYC	CSTB
RELA	CTSB
NFIC	CYP17A1
SP1	EGFR
STAT1	EGFR
CREB1	ERBB2
ELK1	ERBB2
STAT3	FOS
ETS1	FOSL1
STAT1	IFNG
USF1	IFNG
NFKB1	IRF1
TFAP2A	ITGA2
RARB	S100A8
RARB	S100A9
USF2	SERPINE1
JUN	SFTPA1
POU2F2	SPP1
SP1	TAF7
ATF1	TH
CREB1	TH
STAT3	TIMP1
CEBPA	TK1
NFKB1	TNNC1
SMAD2	TNNC1
TP53	TP53
SP1	TPI1
ETV4	VIM
ERG	VWF
