HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	MYC
MAPK1	SMAD2
SMAD2	SP1
MAPK1	ESR1
SMAD2	YAP1
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
SMAD2	WWTR1
PIK3R5	MTOR
MTOR	PPARG
MAPK1	SMAD3
HRAS	RAF1
RAF1	NFKB1
NFKB1	MYB
SMAD2	E2F4
RAF1	RELA
MAPK1	ELK1
ELK1	EGR1
MAPK1	CREB1
MAPK1	STAT3
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
HRAS	JUN
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	ESR2
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
CREBBP	EPAS1
MAPK1	ATF2
MAPK1	CREB3
CREB3	ATF1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
NFKB1	NFKB2
MAPK1	ATF4
HRAS	MAPK14
MAPK14	CEBPB
RXRA	RARB
MAPK14	MAX
HRAS	FOS
MAPK1	CREB3L2
MAPK1	CREB3L1
ITGAL	PTK2
PTK2	MAPK1
ITGAL	SRC
SRC	STAT3
STAT3	MYC
STAT3	ESR1
ESR1	SP1
SRC	CTNNB1
CTNNB1	LEF1
LEF1	YAP1
CTNNB1	CREBBP
CTNNB1	EP300
SRC	PIK3R5
STAT3	PPARGC1A
PPARGC1A	PPARA
CREBBP	MYB
SRC	RAC1
RAC1	RELA
RAC1	NFKB1
STAT3	STAT5A
STAT3	STAT5B
STAT3	STAT1
SRC	HRAS
STAT3	ESR2
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
ITGAL	ICAM1
ICAM1	PLCG2
PLCG2	CAMK2A
CAMK2A	ATF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
ITGAL	CRK
CRK	ABL1
ABL1	RB1
SRC	GRB2
PTK2	MAPK14
HDAC2	THRA
THRA	CTNNB1
CREBBP	TP53
HDAC2	RBPJL
RBPJL	MYC
CREBBP	SP1
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
HDAC2	CTBP1
CTBP1	LEF1
HDAC2	THRB
THRB	HIF1A
IL6	LEPR
LEPR	PPARA
YAP1	WWTR1
HDAC2	RXRA
RXRA	PPARG
YAP1	SMAD3
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
LEF1	JUN
JUN	RELA
JUN	NFKB1
THRB	GATA4
GATA4	SRF
SRF	ELK1
CREBBP	CREB1
YAP1	SMAD4
MYC	PIAS2
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT1
PIAS2	STAT2
PIAS2	STAT4
PIAS2	STAT6
HDAC2	RXRB
HDAC2	RXRG
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
CREBBP	ATF2
CREBBP	CREB3
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
CREBBP	ATF4
NFKB1	CEBPB
MYC	MAX
YAP1	SMAD2
CREBBP	CREB3L2
CREBBP	CREB3L1
CREB3L1	CRH
GLI2	WNT5A
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CREB3	PCNA
ATF6B	IL8
EGR3	FASLG
CREB3L1	PCNA
CREBBP	ENO1
CREBBP	FIGF
CREBBP	VEGFB
EP300	ENO1
EP300	FIGF
EP300	VEGFB
HIF1A	ENO1
HIF1A	FIGF
HIF1A	BCL2
ARNT	EDN1
ARNT	EGF
ARNT	GAPDH
ARNT	LDHA
ARNT	ANGPT4
ARNT	PFKFB1
ARNT	PGK1
YAP1	ID3
YAP1	AXIN2
