HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	MAPK1
MAPK1	TP53
MAPK1	SMAD2
SMAD2	SP1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
PIK3R5	MTOR
MTOR	PPARG
MAPK1	ELK1
ELK1	EGR1
MAPK1	ESR1
HRAS	RAF1
RAF1	RELA
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
SMAD2	YAP1
RAF1	NFKB1
PRKACA	PSEN1
PSEN1	ATF6
ITGB2	PIK3R5
ITGB2	PTK2
PTK2	MAPK1
CREBBP	SP1
PIK3R5	PLCE1
ITGB2	SRC
SRC	STAT3
STAT3	ESR1
PIK3R5	AKT3
AKT3	RELA
SRC	CTNNB1
CTNNB1	LEF1
AKT3	PPP1CA
PPP1CA	YAP1
AKT3	NFKB1
RBPJ	FCER2
CTNNB1	CCND3
ELK1	CCND1
CREB1	PCNA
EGR3	FASLG
RELA	IL6
CREB3L2	PCNA
CREBBP	CDKN1A
CREBBP	FIGF
CREBBP	PFKL
CREBBP	SLC2A1
EP300	CDKN1A
EP300	FIGF
EP300	PFKL
EP300	SLC2A1
HIF1A	CDKN1A
HIF1A	FIGF
ARNT	EGF
HNF1A	HNF4G
EPAS1	TGFB2
MYC	CKS1B
NFYB	HLA-DRB3
NFYB	HLA-DRB4
NFYB	CD74
NFYC	LOC100507709
SP1	COL4A2
CEBPA	ABCB1
CEBPB	ABCB1
SP1	ADA
CREM	CCND1
ESR1	CCND1
POU2F1	CCND1
TFAP2A	ERBB2
BRCA1	ESR1
PPARG	ESR1
SP1	ESR1
STAT5A	ESR1
STAT5B	ESR1
TFAP2A	HMOX1
PPARG	PTGS2
MYC	PTMA
USF2	PTPN6
SP1	RPL10
RARG	S100A9
NFIC	SFTPC
SP1	SOD1
ETS2	SPP1
TFAP2A	TAF7
HOXA4	TH
USF1	THBS1
JUND	TIMP1
ATF1	TNF
SMAD4	TNNC1
E2F4	TOP1
NFKB1	TP53
CREB1	TRH
