AR	PRKACA
PRKACA	NFKB1
NFKB1	TP53
PRKACA	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
PRKACA	CREBBP
CREBBP	SP1
MAPK1	JUN
MAPK1	MYC
NFKB1	MYB
PRKACA	RELA
MAPK1	STAT1
MAPK1	ESR1
MAPK1	STAT3
CREBBP	STAT4
NFKB1	PPP2CA
PPP2CA	YAP1
CREBBP	RBPJL
CREBBP	RBPJ
CREBBP	STAT5A
CREBBP	STAT5B
PRKACA	CREB1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
CREBBP	STAT2
CREBBP	STAT6
MAPK1	SMAD3
NFKB1	CCND1
CCND1	RB1
RB1	TFDP2
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
CEBPA	E2F2
CEBPA	E2F3
PRKACA	ATF2
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
MAPK1	FOS
SMAD2	TFDP1
PRKACA	ATF1
NFKB1	HIF1A
PRKACA	MAPK14
MAPK14	MAX
MAPK1	ETS2
MAPK1	ELK1
MAPK1	ETS1
ELK1	EGR1
PRKACA	MAPK3
JUP	MYC
GLI2	WNT5A
GLI2	WNT6
GLI2	WNT7A
GLI2	WNT7B
GLI2	WNT8A
GLI2	WNT8B
GLI2	WNT5B
GLI2	PTCH2
GLI2	WNT3A
GLI3	GLI1
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
ARNTL	BHLHE40
CLOCK	BHLHE41
CLOCK	PER2
CLOCK	NR1D1
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
CREBBP	TEK
ARNT	EDN1
YAP1	ID3
YAP1	AXIN2
WWTR1	AREG
TCF7	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
STAT3	SOCS2
STAT3	CCND3
STAT5A	SOCS2
STAT6	CCND1
PAX6	INS
PAX6	PDX1
HNF1A	FOXA3
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT1
PIK3R1	PDPK1
PIK3R2	AKT3
RXRA	ACADL
RXRB	PCK2
NFKB1	CEBPB
NFKB1	IL23A
NFYC	HLA-DMA
NFYC	HLA-DQA2
MAPK3	NOS2
MAPK3	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
RFXAP	CD74
RFXANK	HLA-DOB
RFXANK	HLA-DPA1
RFXANK	HLA-DPB1
RFXANK	HLA-DQA1
SP1	COL4A2
CREB1	ADRB2
ATF3	ASNS
ATF4	ASNS
CREB1	ATP1A1
NFKB1	B2M
SP2	CD14
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
USF2	CTSB
SP1	CTSL
SP3	CTSL
SP1	EGFR
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
RELA	HDAC2
CEBPB	HP
ERG	MMP2
ETV4	MMP2
FLI1	MMP2
SP1	MMP2
SPI1	MMP2
TFAP2A	MMP2
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
TP53	NME1
FOS	NQO1
RELA	NR4A1
JUN	NRAS
TFAP2A	NRAS
JUN	PDHA1
PAX6	PDHX
ATF2	PENK
JUN	PENK
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
TFAP2A	POLD2
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
USF2	THBS1
