HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	SMAD4
SMAD2	YAP1
MAPK1	SMAD3
SMAD2	WWTR1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	JUN
HRAS	MAPK8
MAPK8	JUND
MAPK1	CREB1
HRAS	FOS
NFKB1	NFKB2
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
ITGB2	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	AKT3
AKT3	PPP1CA
PPP1CA	YAP1
PPP1CA	WWTR1
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
AKT3	NFKB1
AKT3	RELA
AKT3	JUN
PTK2	MAPK14
MAPK14	JUND
AKT3	CREB1
PIK3R5	HRAS
AKT3	CHUK
CHUK	NFKB2
PIK3R5	PLCE1
NFKB1	CCL5
MAPK12	IL8
HIF1A	PGK1
ARNT	FLT1
ARNT	SERPINE1
ARNT	PDK1
ARNT	PFKFB2
YAP1	BIRC2
YAP1	SNAI2
WWTR1	BBC3
STAT5A	CCND3
RXRA	PLTP
RXRB	ACSBG1
RXRG	EHHADH
IRF7	IFNA8
RFXAP	HLA-DOA
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
EGR1	ABCB1
ETS1	ABCB1
JUN	ABCB1
NFKB1	ABCB1
TP53	ABCB1
SP1	ADA
USF2	APOC3
PPARG	APOE
USF2	APOE
ATF4	CGA
CREB1	CGA
ATF1	PPP2R4
ATF2	PTGS2
NFKB1	VWF
