AR	PRKACA
PRKACA	CREBBP
PRKACA	EP300
PRKACA	NFKB1
NFKB1	HIF1A
CREBBP	ARNT
PRKACA	MAPK1
MAPK1	ELK4
PRKACA	NFATC1
NFATC1	SRF
PRKACA	CREB1
MAPK1	STAT1
MAPK1	STAT3
MAPK1	JUN
MAPK1	FOS
MAPK1	ETS1
CREBBP	SP1
NFKB1	TP53
MAPK1	SMAD3
PRKACA	MAPK8
MAPK8	JUND
MAPK1	FOXO3
PRKACA	ATF2
MAPK1	ELK1
MAPK1	SMAD4
MAPK1	ESR1
MAPK8	JUNB
NR3C2	ATP1A3
NR3C2	ATP1B2
RBPJ	FCER2
CTNNB1	CCND3
MAPK8	JUN
RELA	IL6
CREBBP	ANGPT4
CREBBP	PFKL
EP300	ANGPT4
EP300	PFKL
HIF1A	ANGPT4
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
NFKB1	FIGF
RXRA	SCD5
RXRB	ACAA1
LEF1	PPARD
TCF7	MMP7
TCF7	PPARD
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
PPARA	GADD45B
RARA	GADD45B
ATF1	GH2
CREB1	GH2
ETS1	IL5
JUND	IL5
PPARG	PTGS2
MYC	PTMA
PPARD	SERPINE1
NFIC	SFTPC
ATF1	TG
HOXA4	TH
ETS1	TNNC1
SMAD4	TNNC1
PAX1	VHL
