AR	PRKACA
PRKACA	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
PRKACA	NFKB1
NFKB1	TP53
PRKACA	CREBBP
CREBBP	SP1
NFKB1	MYB
MAPK1	MYC
MAPK1	JUN
NFKB1	PPP2CA
PPP2CA	YAP1
MAPK1	STAT1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PRKACA	RELA
MAPK1	STAT3
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	ESR1
CREBBP	STAT5A
CREBBP	STAT5B
MAPK1	SMAD3
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
CREBBP	RBPJL
CREBBP	RBPJ
PRKACA	CREB1
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
PRKACA	ATF2
MAPK1	FOS
PRKACA	PAX8
CEBPA	E2F2
CEBPA	E2F3
PRKACA	ATF1
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
NFKB1	HIF1A
PRKACA	EP300
CREBBP	ARNT
PRKACA	MAPK3
MAPK1	ETS2
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
MAPK1	ETS1
PPP2CA	WWTR1
MAPK1	ELK1
ELK1	EGR1
NFKB1	CEBPB
NFKB1	TRAF6
TRAF6	MYD88
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	MAPK14
MAPK14	MAX
PRKACA	MAPK11
PRKACA	MAPK13
PRKACA	MAPK8
PRKACA	MAPK9
PRKACA	MAPK10
TRAF6	IRF5
JUP	MYC
NR3C2	ATP1B4
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	FXYD2
NR3C2	SCNN1B
CREB3	ARC
CREB1	ARC
ATF2	ARC
GLI2	WNT6
GLI2	WNT7B
GLI2	WNT8B
TFDP2	CCNE2
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
CLOCK	PER2
FOSB	NFKB1
LEF1	CCND1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
NFKB1	CCL5
MAPK12	IL8
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	CCND2
ATF6B	IL8
CREB3L4	PCNA
MAPK9	JUN
STAT1	MYD88
CREBBP	ENO1
CREBBP	EPO
CREBBP	PFKFB1
CREBBP	TEK
EP300	ENO1
EP300	EPO
EP300	PFKFB1
EP300	TEK
HIF1A	ENO1
HIF1A	EPO
HIF1A	PFKFB1
HIF1A	BCL2
HIF1A	TIMP1
HIF1A	HKDC1
ARNT	EDN1
ARNT	ALDOA
ARNT	GAPDH
ARNT	HK2
ARNT	TFRC
NFKB1	HIF1A
YAP1	BBC3
YAP1	ID2
YAP1	ID3
YAP1	SERPINE1
YAP1	AXIN1
YAP1	AXIN2
WWTR1	AFP
WWTR1	ITGB2
WWTR1	AREG
SMAD1	ID3
SMAD4	ID1
LEF1	CCND2
TCF7	SNAI2
TCF7	NKD1
TCF7	CCND3
TCF7L2	SOX2
TCF7L2	CCND2
TEAD1	GLI2
TEAD1	SNAI2
TEAD1	CCND2
TEAD4	BIRC5
TEAD4	AXIN1
TEAD4	CCND3
TEAD3	BIRC5
TEAD3	AXIN1
TP73	BBC3
TCF7L1	AXIN1
TEAD2	CTGF
TEAD2	MYC
TEAD2	AXIN2
SMAD3	SLC2A1
SOS1	SPRED3
STAT3	SOCS2
STAT3	CCND3
PAX6	PDX1
HNF1A	FOXA3
CREB3	MITF
MITF	DCT
LEF1	MITF
CREB3L1	MITF
MAPK3	CDK4
NFKB1	IL1B
NFKB1	PLAU
NFKB1	TRAF1
NFKB2	TNFSF13B
RELA	PTGS2
RELB	ICAM1
RELB	CCL19
PIK3CA	AKT3
PIK3CD	AKT3
PIK3CG	PDPK1
PIK3R1	AKT1
PIK3R1	PDPK1
PIK3R2	AKT3
PIK3R3	PDPK1
EPAS1	SLC2A1
ETS1	VEGFB
NFKB1	CCND1
NFKB2	TRAF6
FOXO3	PCK1
ATF4	BCL2
PPARA	EHHADH
PPARA	FADS2
PPARD	ACADL
PPARG	ACSL3
RXRA	CPT1B
RXRA	CYP27A1
RXRA	ACADL
RXRA	PLTP
RXRB	SORBS1
RXRB	ACSBG1
RXRB	PCK2
RXRB	SCD5
RXRG	SLC27A4
RXRG	FADS2
MAX	CDK4
SMAD5	ID1
FOS	IL1B
FOS	CCL5
IRF5	IL1B
IRF5	TNF
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
NFYA	HLA-DQA1
NFYB	HLA-DQB1
NFYB	HLA-DRA
MAPK3	NOS2
MAPK3	IL23A
MAPK9	IL1B
MAPK9	IL6
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
RFXAP	CD74
MAPK12	IL1A
RFXANK	HLA-DOB
RFXANK	HLA-DPA1
RFXANK	HLA-DQA1
SP1	COL4A2
CREB1	ADRB2
USF1	APOC3
USF2	APOC3
ESR1	APOE
PPARG	APOE
USF1	APOE
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
SP2	CD14
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF2	CEACAM6
ATF1	CGA
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
NFIC	CSNK2A1
NFKB1	CSNK2A1
CEBPB	CSRP1
USF1	CTSB
USF2	CTSB
SP1	CTSL
SP3	CTSL
SP1	DKC1
SP3	DKC1
ETS1	DNTT
EGR1	EGFR
SP1	EGFR
STAT1	EGFR
ETV4	FOS
FLI1	FOS
STAT1	FOS
STAT3	FOS
ETS1	FOSL1
PPARG	GADD45A
RARA	GADD45A
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RARB	HDAC1
RELA	HDAC1
RELA	HDAC2
ERG	HMOX1
CEBPB	HP
POU2F1	IL4
CEBPB	IL5
JUN	IL5
POU2F2	IL5
CEBPA	IL6
CREB1	IL6
NFIC	IL6
USF1	IL6
ETV4	MMP2
SP1	MMP2
TFAP2A	MMP2
SPI1	NFKB1
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
PAX6	PDHX
JUN	PENK
ETS1	PLAU
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
TFAP2A	POLD2
NFIC	POLE2
ATF1	PPP2R4
ATF2	PTGS2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
TP53	PTTG1
RARA	S100A8
RARA	S100A9
SP1	SERPINE1
WT1	SOD1
POU2F1	SPP1
NFIC	STMN1
PAX8	TG
USF2	THBS1
STAT1	TIMP1
