HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	MYC
MAPK1	TP53
HRAS	MAPK14
MAPK14	MAX
HRAS	RAF1
RAF1	NFKB1
NFKB1	MYB
HRAS	JUN
SMAD2	SP1
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
ITGB2	PTK2
PTK2	MAPK1
ITGB2	PIK3R5
PIK3R5	GSK3B
GSK3B	MYC
PTK2	MAPK14
PIK3R5	AKT3
AKT3	NFKB1
AKT3	JUN
PIK3R5	HIF1A
HIF1A	CREBBP
CREBBP	SP1
ITGB2	CRK
CRK	ABL1
ABL1	RB1
GLI2	WNT6
RBPJ	FCER2
HNF1A	FOXA3
MAPK1	CDK4
PIK3CD	AKT3
PIK3R1	AKT1
PIK3R1	PDPK1
PIK3R2	AKT3
RXRA	ACADL
NFKB1	CEBPB
NFKB1	IL23A
NFYA	HLA-DOB
MAPK9	TNF
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
RFX5	LOC100507709
SP3	CCND1
SP4	CCND1
USF1	CCND1
EGR1	COL2A1
SP3	COL2A1
SP3	CTSL
ETV4	MMP2
PPARG	PTGS2
