HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	CREB1
MAPK1	TP53
MAPK1	MYC
MAPK1	ATF2
RB1	E2F2
RB1	E2F3
SMAD2	SP1
MAPK1	ATF4
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
HRAS	JUN
MAPK1	ESR1
SMAD2	YAP1
NFKB1	NFKB2
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	ETS1
PIK3R5	MTOR
MTOR	PPARG
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
MAPK1	STAT1
MAPK1	STAT3
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
HRAS	MAPK14
MAPK14	CEBPB
MAPK1	ATF6B
MAPK1	CREB5
CREB3	ATF1
HRAS	FOS
NFKB1	MYB
PRKACA	CREM
MAPK14	MAX
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
MAPK1	SMAD3
LEF1	PPARD
MAPK1	TNF
PRKACA	XBP1
XBP1	CEBPA
ITGAL	PTK2
PTK2	MAPK1
ITGAL	CRK
CRK	ABL1
ABL1	RB1
ITGAL	SRC
SRC	STAT3
STAT3	MYC
STAT3	ESR1
ESR1	SP1
SRC	RAC1
RAC1	NFKB1
RAC1	RELA
SRC	HRAS
SRC	CTNNB1
CTNNB1	LEF1
LEF1	YAP1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
CTNNB1	CREBBP
CTNNB1	EP300
SRC	PIK3R5
STAT3	PPARGC1A
PPARGC1A	PPARA
STAT3	STAT1
STAT3	STAT5A
STAT3	STAT5B
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
SRC	GRB2
PTK2	MAPK14
ITGAL	ICAM1
ICAM1	PLCG2
PLCG2	CAMK2A
CAMK2A	ATF1
CREBBP	MYB
PTK2	ITGB1
ITGB1	PRKACA
PIK3R5	AKT3
AKT3	IKBKG
HDAC2	RB1
RB1	TFDP1
TFDP1	E2F4
HDAC2	THRA
THRA	CTNNB1
CREBBP	CREB1
CREBBP	TP53
HDAC2	RBPJL
RBPJL	MYC
CREBBP	ATF2
CREBBP	SP1
CREBBP	ATF4
CREBBP	CREB3
CREBBP	CREB3L2
CREBBP	CREB3L1
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	NFKB1
JUN	RELA
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
FOS	TNF
TNF	IKBKB
IKBKB	NFKB2
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
HDAC2	THRB
THRB	HIF1A
THRB	GATA4
GATA4	SRF
SRF	ETS1
HDAC2	RXRA
RXRA	PPARG
IL6	LEPR
LEPR	PPARA
MYC	PIAS2
PIAS2	STAT1
PIAS2	STAT5A
PIAS2	STAT5B
PIAS2	STAT2
PIAS2	STAT4
PIAS2	STAT6
THRB	PIK3R5
EGFR	SOS1
EGFR	SOS2
NFKB1	CEBPB
CREBBP	ATF6B
CREBBP	CREB5
PIK3R5	PLCE1
MYC	MAX
LEF1	BIRC2
BIRC2	TRAF3
TRAF3	TBK1
YAP1	SMAD3
STAT3	CPT1B
CREB3L3	FOSB
CREB3L1	CRH
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER2
ARNTL	CRY1
ARNTL	PER1
ARNTL	RORA
ARNTL	RORC
ARNTL	BHLHE41
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
NFAT5	TNF
EGR3	FASLG
NFKB1	TNF
