HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	TP53
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
MAPK1	MYC
MAPK1	CREB1
SMAD2	SP1
HRAS	RAF1
RAF1	RELA
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
MAPK1	ATF2
RAF1	NFKB1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
MAPK1	CREB3
MAPK1	ATF6B
MAPK1	ATF4
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
SMAD2	YAP1
NFKB1	MYB
HRAS	JUN
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	SMAD3
MAPK1	ESR1
PRKACA	XBP1
XBP1	CEBPA
RB1	E2F2
RB1	E2F3
PIK3R5	MTOR
MTOR	PPARG
LEF1	PPARD
MAPK1	STAT3
PIK3R5	EGFR
EGFR	STAT5A
EGFR	STAT5B
MAPK1	STAT1
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
SMAD2	WWTR1
CREB3	ATF1
MAPK1	ETS1
HRAS	MAPK3
MAPK1	ELK1
ELK1	EGR1
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
NFKB1	NFKB2
HRAS	MAPK14
MAPK14	MAX
ITGB2	PTK2
PTK2	MAPK1
ITGB2	CRK
CRK	ABL1
ABL1	RB1
ITGB2	PIK3R5
PIK3R5	GSK3B
GSK3B	MYC
PIK3R5	AKT3
AKT3	CREB1
CREBBP	SP1
AKT3	RELA
PIK3R5	PLCE1
AKT3	ATF2
AKT3	NFKB1
AKT3	CREB3
AKT3	ATF6B
AKT3	ATF4
AKT3	CREB3L2
AKT3	CREB3L1
AKT3	CREB5
AKT3	PPP1CA
PPP1CA	YAP1
AKT3	JUN
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
SRC	STAT3
STAT3	ESR1
STAT3	STAT1
EGFR	SOS1
EGFR	SOS2
PPP1CA	WWTR1
PTK2	MAPK3
AKT3	CHUK
CHUK	NFKB2
PTK2	MAPK14
ATF6B	BDNF
CREB3L4	CRH
NR3C2	ATP1A1
NR3C2	ATP1A4
NR3C2	ATP1B3
NR3C2	SCNN1A
NR3C2	SGK1
CREB3	PDYN
CREB1	PDYN
ATF2	PDYN
GLI2	WNT6
GLI2	WNT7B
GLI2	WNT8B
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER1
CREB1	PER3
CREB1	PER2
ARNTL	CRY1
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORA
ARNTL	RORB
ARNTL	RORC
ARNTL	BHLHE41
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	BIRC2
NFAT5	TNF
EGR3	FASLG
NFKB1	TNF
RELA	MMP9
CREB5	IL8
CREBBP	FIGF
CREBBP	SERPINE1
CREBBP	PGF
CREBBP	VEGFC
EP300	FIGF
EP300	SERPINE1
EP300	PGF
EP300	VEGFC
HIF1A	FIGF
HIF1A	SERPINE1
HIF1A	PGK1
HIF1A	TIMP1
ARNT	EDN1
ARNT	EGF
ARNT	ENO1
ARNT	FLT1
ARNT	HK2
ARNT	LDHA
ARNT	SERPINE1
ARNT	ANGPT4
ARNT	PDK1
ARNT	PFKFB1
ARNT	PFKFB2
ARNT	PGK1
YAP1	BIRC2
YAP1	ID2
YAP1	ID3
YAP1	ID4
YAP1	SNAI2
YAP1	AXIN1
YAP1	AXIN2
YAP1	NKD1
WWTR1	BBC3
WWTR1	ITGB2
WWTR1	AREG
WWTR1	SERPINE1
TCF7	SNAI2
TCF7	SOX2
TCF7L2	SOX2
TCF7L2	AXIN1
