HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	MAPK1
MAPK1	TP53
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	CREB1
PIK3R5	MTOR
MTOR	PPARG
MAPK1	CREB3
CREB3	ATF1
MAPK1	FOXO3
HRAS	MAPK14
MAPK14	CEBPB
CREBBP	RBPJL
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
NFKB1	NFKB2
HRAS	MAP3K1
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
HRAS	JUN
MAPK1	ATF2
MAPK1	ATF4
MAPK1	MYC
MAPK1	SMAD2
SMAD2	SP1
NFKB1	CCL5
MAPK12	IL8
RBPJ	FCER2
CTNNB1	CCND3
ELK1	CCND2
RELA	IL6
STAT1	MYD88
CREBBP	PFKL
CREBBP	TEK
EP300	PFKL
EP300	TEK
STAT4	SOCS5
STAT5B	SOCS3
TP53	SESN1
NFKB1	FIGF
RXRA	ACADM
RXRB	ACSBG1
MAPK9	IL12B
USF1	APOC3
ESR1	APOE
PPARG	APOE
TP53	AQP1
USF2	B2M
SP3	CCND1
TP53	CCND1
USF1	CCND1
REL	CSF2
PPARA	CYP1A1
SP1	CYP1A1
SP3	CYP1A1
USF1	CYP1A1
SP1	CYP21A2
JUNB	DCN
E2F4	DHFR
CEBPA	FN1
STAT3	HMOX1
ATF1	PPP2R4
ATF2	PTGS2
PPARG	PTGS2
MYC	PTMA
TP53	PTTG1
NFIC	SFTPC
WT1	SOD1
HOXA4	TH
USF2	THBS1
SMAD4	TNNC1
CEBPB	TOP1
