AR	PRKACA
PRKACA	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
PRKACA	NFKB1
NFKB1	TP53
MAPK1	MYC
MAPK1	JUN
PRKACA	CREBBP
CREBBP	SP1
PRKACA	CREB1
PRKACA	ATF4
NFKB1	MYB
PRKACA	CREB3
PRKACA	ATF2
PRKACA	ATF6B
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
MAPK1	STAT1
NFKB1	PPP2CA
PPP2CA	YAP1
PRKACA	CTNNB1
CTNNB1	LEF1
PRKACA	RELA
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK1	STAT3
MAPK1	ESR1
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
NFKB1	CCND1
CCND1	RB1
RB1	TFDP2
PRKACA	XBP1
XBP1	CEBPA
CEBPA	E2F1
CREBBP	STAT5A
CREBBP	STAT5B
MAPK1	FOS
CREBBP	STAT4
CEBPA	E2F2
CEBPA	E2F3
PRKACA	MAPK14
MAPK14	MAX
CREBBP	STAT2
CREBBP	STAT6
MAPK1	ETS1
MAPK1	SMAD3
MAPK1	ETS2
PRKACA	MAPK3
CREBBP	RBPJL
CREBBP	RBPJ
NFKB1	HIF1A
SMAD2	TFDP1
MAPK1	ELK4
PRKACA	NFATC1
NFATC1	SRF
PRKACA	ATF1
MAPK1	ELK1
ELK1	EGR1
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
PRKACA	EP300
CREBBP	ARNT
PPP2CA	WWTR1
MAPK1	FOXO3
NFKB1	CEBPB
JUP	MYC
STAT3	PIM2
STAT5A	PIM2
STAT5B	PIM2
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
GLI2	WNT5A
GLI2	WNT6
GLI2	WNT7A
GLI2	WNT7B
GLI2	WNT8A
GLI2	WNT8B
GLI2	WNT5B
GLI2	PTCH2
GLI2	WNT3A
GLI3	GLI1
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
CLOCK	PER2
FOSB	NFKB1
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
MAPK14	CXCL1
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
CTNNB1	CCND3
RELA	IL6
CREBBP	PFKL
EP300	PFKL
HIF1A	TIMP1
ARNT	CDKN1A
ARNT	EDN1
ARNT	HK2
ARNT	HK3
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
TCF7	BIRC2
TCF7	SNAI2
TCF7L2	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
SOS1	CCND2
SOS1	CCND3
SOS2	SPRY3
STAT3	SOCS2
STAT3	CCND3
PAX6	PDX1
LEF1	MITF
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
NFKB1	FIGF
NFKB1	VEGFC
MYC	CKS1B
MYC	VEGFC
RELA	CCND1
FOXO3	CDKN1B
PPARA	ACSL4
PPARA	ACSBG2
PPARG	GK
RXRA	APOA5
RXRA	ACADL
NFKB1	CEBPB
NFKB1	IL23A
NFYC	HLA-DQA2
MAPK1	IL1A
MAPK1	IL1B
MAPK1	IL12B
MAPK1	IL18
MAPK3	NOS2
MAPK3	IL23A
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK10	IL18
MAPK12	IL1A
MAPK12	IL1B
RFXANK	HLA-DOB
RFXANK	HLA-DPA1
RFXANK	HLA-DPB1
RFXANK	HLA-DQA1
CREB3L2	AQP2
CREB3L3	AQP2
LEF1	PPARD
TCF7	JUN
TCF7	MMP7
TCF7	PPARD
SP1	COL4A2
CREB1	ADRB2
USF2	B2M
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF1	CEACAM6
USF2	CEACAM6
ATF1	CGA
TFAP2A	COL1A1
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
USF1	CTSB
USF2	CTSB
SP1	CTSL
SP3	CTSL
ETS1	DNTT
EGR1	EGFR
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
SP1	HBZ
RELA	HDAC1
RELA	HDAC2
ERG	HMOX1
CEBPB	HP
E2F4	HSP90B1
TFAP2A	HSPA1A
ESR1	HSPB1
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
ERG	MMP2
ETV4	MMP2
FLI1	MMP2
SP1	MMP2
SPI1	MMP2
TFAP2A	MMP2
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
PAX6	PDHX
JUN	PENK
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
TFAP2A	POLD2
NFIC	POLE2
CREB1	PTGS2
PPARG	PTGS2
REL	PTGS2
USF1	PTGS2
MYC	PTMA
NFIC	SFTPC
HOXA4	TH
SMAD4	TNNC1
