TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PRKACA	CREBBP
CREBBP	SP1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
PRKACA	MAPK1
MAPK1	ETS1
PRKACA	CREB1
PRKACA	ATF2
MAPK8	JUN
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PRKACA	GLI1
PRKACA	GLI2
PRKACA	GLI3
PRKACA	RELA
PRKACA	CREB3
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
MAPK1	STAT1
MAPK1	STAT3
PRKACA	NFKB1
MAPK1	ESR1
IFNG	ICAM1
TNF	SELE
TNF	VCAM1
CREB3	NPY
CREB3	BDNF
CREB1	NPY
CREB1	BDNF
ATF2	NPY
ATF2	BDNF
ATF6B	NPY
CREB3L4	FOSB
ATF4	CRH
ATF4	FOSB
MAPK1	PDYN
MAPK3	PDYN
CREB3L2	NPY
NFKB1	BIRC7
RELA	BIRC8
GLI1	WNT6
GLI1	WNT7A
GLI2	HHIP
GLI2	BMP2
TP53	GADD45B
STAT5A	BCL2L1
CREB1	PER1
CREB1	PER3
ARNTL	CRY1
ARNTL	CRY2
ARNTL	RORA
ARNTL	RORB
ARNTL	BHLHE41
HIF1A	TIMP1
ARNT	ENO1
YAP1	ID2
YAP1	ID4
YAP1	AXIN1
YAP1	NKD1
WWTR1	ITGB2
WWTR1	SERPINE1
TEAD1	BIRC5
TEAD4	AXIN2
RELA	CCL4L1
RBPJL	HES5
TP53	RPRM
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
MAPK8	NOS2
MAPK8	IL23A
MAPK11	IL1A
MAPK11	IL1B
MAPK11	IL6
RFX5	HLA-DOB
TCF7	FOSL1
TCF7L2	MMP7
TCF7L2	FOSL1
SP1	COL4A2
USF1	CTSB
SP1	EGFR
USF1	FBP1
ATF2	IFNG
REL	IFNG
STAT1	IFNG
STAT5B	IFNG
USF1	IFNG
EGR1	IGF2
WT1	IGF2
SP3	IGFBP3
TFAP2A	IGFBP3
SP1	IL1A
CEBPD	IL1B
SP1	IL1B
SPI1	IL1B
EGR1	IL2
EGR4	IL2
POU2F1	IL2
SMAD4	JUN
SP1	JUN
SP3	LHB
PPARA	LIPA
JUN	MGP
RARA	MIF
PPARA	NFKBIA
MYC	NME1
MYC	NME2
JUN	NPPA
JUND	NQO1
HIF1A	NR4A1
MYC	NRAS
CREB1	NRAS
MYB	NRAS
