HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	ELK1
ELK1	EGR1
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
MAPK1	ETS1
ETS1	SPI1
MAPK1	CREB1
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	SMAD2
SMAD2	SP1
HRAS	JUN
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	STAT3
HRAS	FOS
HRAS	MAPK8
MAPK8	JUND
SMAD2	YAP1
NFKB1	NFKB2
MAPK1	ETS2
MAPK1	MYC
ITGAL	PTK2
PTK2	MAPK1
ITGAL	SRC
SRC	RAC1
RAC1	NFKB1
RAC1	RELA
PTK2	ITGB1
ITGB1	PRKACA
SRC	STAT3
STAT3	ESR1
ESR1	SP1
SRC	HRAS
SRC	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
PTK2	MAPK14
MAPK14	JUND
LEF1	YAP1
STAT3	MYC
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ELK1
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
JUN	NFKB1
JUN	RELA
SRF	SPI1
HDAC2	THRA
THRA	CTNNB1
CTNNB1	CREBBP
CREBBP	CREB1
THRB	PIK3R5
PIK3R5	PLCE1
CREBBP	SP1
CTBP1	TCF7
CTBP1	TCF7L2
CTBP1	TCF7L1
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
SRF	ETS1
FOS	TNF
TNF	MAPK8
TNF	IKBKB
IKBKB	NFKB2
SRF	ETS2
HDAC2	RBPJL
RBPJL	MYC
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
CREB1	PER1
CREB1	PER3
ARNTL	CRY1
ARNTL	CRY2
ARNTL	RORA
ARNTL	RORB
ARNTL	BHLHE41
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
HIF1A	SLC2A1
HIF1A	TIMP1
ARNT	ENO1
TEAD4	AXIN2
STAT5A	CCND1
STAT5A	SOCS2
STAT6	MYC
STAT6	CCND1
RELA	CCL4L1
RBPJL	HES5
RBPJ	HES1
TP53	IGFBP3
TP53	RRM2B
TP53	GTSE1
TP53	RPRM
TP53	BAI1
RXRG	FABP4
IRF7	IFNA10
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
NFKB1	IL23A
MAPK8	IL23A
MAPK11	IL1B
MAPK9	IL1B
MAPK9	IL6
MAPK9	IL12A
MAPK9	IL12B
MAPK10	IL18
RFX5	LOC100507714
NFAT5	PTGS2
NFATC2	PTGS2
NFATC3	PTGS2
NFATC4	PTGS2
LEF1	JUN
LEF1	MMP7
TCF7	FOSL1
TCF7L2	JUN
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
SP2	CD14
ATF4	CGA
CREB1	CGA
NFIC	CGA
TFAP2A	CGA
TP53	CHEK1
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
POU2F1	HIST2H2BE
FOS	HLA-DRA
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
MYC	NME1
MYC	NME2
JUN	NPPA
JUND	NQO1
HIF1A	NR4A1
MYC	NRAS
CREB1	NRAS
MYB	NRAS
ETS1	VWF
ETS2	VWF
NFIC	VWF
ATF6	XBP1
