TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	RELA
PRKACA	CREBBP
PRKACA	EP300
PRKACA	NFKB1
NFKB1	HIF1A
CREBBP	ARNT
CREBBP	SP1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
PRKACA	PPARA
PPARA	RXRA
RXRA	RARB
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
MAPK8	SMAD4
PRKACA	MAPK1
MAPK1	ESR1
MAPK1	STAT3
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
MAPK8	SMAD3
MAPK1	SMAD2
NFKB1	NFKB2
MAPK1	ETS1
MAPK8	JUN
MAPK8	ELK1
CREBBP	EPAS1
PRKACA	CTNNB1
CTNNB1	LEF1
LEF1	PPARD
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
ELK1	EGR1
PRKACA	ATF2
PRKACA	XBP1
XBP1	CEBPA
MAPK8	JUND
MAPK1	MYC
PPP1CA	WWTR1
PRKACA	CREB1
RAPGEF3	MAPK14
MAPK14	CEBPB
SMAD3	SMAD7
MAPK8	FOS
MAPK1	STAT1
CREB3L3	FOSB
CREB3L1	NPY
CREB3L1	BDNF
ATF6B	ARC
ATF4	ARC
GLI2	WNT10B
GLI2	WNT2B
GLI2	WNT9B
GLI3	WNT16
JUN	RELA
CTNNB1	CCND2
CREB1	PCNA
CREBBP	FASLG
EGR3	FASLG
MAPK9	SMAD4
MAPK10	SMAD4
CREBBP	CDKN1A
CREBBP	EGF
CREBBP	FIGF
CREBBP	PFKFB2
CREBBP	PFKFB4
EP300	CDKN1A
EP300	EGF
EP300	FIGF
EP300	PFKFB2
EP300	PFKFB4
HIF1A	CDKN1A
HIF1A	EGF
HIF1A	FIGF
HIF1A	PFKFB2
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
HIF1A	TFRC
ARNT	EGF
ARNT	LDHA
ARNT	ANGPT4
ARNT	PFKFB1
ARNT	PGK1
ARNT	BCL2
ARNT	VEGFA
STAT3	HIF1A
YAP1	ID1
YAP1	AREGB
WWTR1	BIRC5
SMAD2	SERPINE1
STAT5B	SOCS4
HNF1A	HNF4G
NFKB1	CCL4L2
NFKB1	PTGS2
NFKB1	TRAF2
NFKB2	ICAM1
RELA	PLAU
RELB	CCL13
PIK3CA	AKT1
PIK3R1	AKT3
RBPJL	PTCRA
BBC3	TP53AIP1
BBC3	TP53
TP53	STEAP3
TP53	RRM2
HIF1A	TGFB1
RXRA	ACADM
RXRB	MMP1
MYD88	IFNA10
NFYA	LOC100507714
NFYA	LOC100509457
MAPK1	IL18
MAPK10	NOS2
MAPK10	IL23A
MAPK10	TNF
MAPK13	IL1A
MAPK13	IL1B
MAPK13	IL12A
MAPK13	IL12B
MAPK13	IL18
MAPK13	NOS2
RFXAP	LOC100509457
RFXAP	HLA-DMA
RFXAP	HLA-DMB
SP1	CDK1
SP1	CDKN1C
SPI1	REL
SPI1	CXCR2
TP53	MKI67
TP53	APAF1
TP53	EPCAM
TP53	HSP90AB1
SP3	CD14
EGR1	CD44
NFKB1	COL1A1
RELA	COL1A1
SP1	COL1A1
STAT1	EGFR
TFAP2A	ERBB2
TP53	ERBB2
BRCA1	ESR1
PPARG	ESR1
SP1	ESR1
STAT5A	ESR1
STAT5B	ESR1
E2F1	HIST1H2AM
CREB1	HMOX1
RELA	IL2
STAT1	IL2RA
STAT3	IL2RA
TP53	IL8
CEBPA	ITGA2
TP53	MMP2
ETS1	MMP3
ETV4	MMP3
JUN	MMP7
CREM	PLAT
USF2	PTGS2
SP1	RPL10
USF1	S100A6
RARG	S100A9
USF2	SERPINE1
POU2F1	SFTPA1
ETS2	SPP1
LEF1	SPP1
TFAP2A	TAF7
ATF1	TH
CREM	TH
JUND	TIMP1
SP1	TIMP1
ATF1	TNF
NFKB1	TNNC1
SMAD3	TNNC1
NFKB1	TP53
PAX8	TP53
CREB1	TRH
ETV4	VIM
ETS1	VWF
ETS2	VWF
NFIC	VWF
