HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	RAF1
RAF1	NFKB1
MAPK1	ELK1
ELK1	EGR1
HRAS	PIK3R5
PIK3R5	GSK3B
GSK3B	GLI1
GSK3B	GLI2
GSK3B	GLI3
MAPK1	CREB1
RAF1	RELA
HRAS	JUN
MAPK1	ETS1
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
PIK3R5	MTOR
MTOR	PPARG
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	SMAD4
SMAD4	LEF1
LEF1	PPARD
PIK3R5	HIF1A
PRKACA	PPARA
MAPK1	MYC
HRAS	FOS
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
CREB3L2	BDNF
ATF6B	PDYN
ATF4	PDYN
CREB5	ARC
CREB5	FOS
NFKB1	BIRC3
NFKB1	BCL2L1
GLI1	WNT4
GLI1	PTCH1
GLI1	WNT1
GLI1	WNT5A
GLI1	WNT9B
GLI1	WNT10A
GLI2	GLI1
GLI2	PTCH1
CREBBP	SLC2A1
EP300	NOS2
SOS2	SPRED3
SOS2	MYC
RELA	PTGS2
RELA	TNFAIP3
RELB	CCL19
PIK3R5	AKT3
PIK3CD	AKT3
PIK3CD	AKT2
PIK3R1	PDPK1
PLCG1	EGFR
FOS	IL8
FOS	MMP2
HIF1A	PDGFB
JUN	MMP1
MYC	MMP1
MYC	PGF
NFKB1	TRAF6
NFKB2	BIRC8
NFKB2	BIRC7
RELA	TRAF4
ATF6B	BCL2
NFKB1	MYB
CREB3L2	MCL1
PPARA	FABP1
PPARA	ACAA1
PPARA	SCD
PPARD	ILK
PPARD	ACOX1
PPARG	ACSL4
PPARG	LPL
PPARG	CD36
RXRA	DBI
RXRA	FABP4
MAPK14	IL1A
MAPK14	IL12B
MAPK14	TNF
MYD88	IFNA5
MAPK8	IL1A
MAPK11	IL18
MAPK11	NOS2
RFXANK	HLA-DQB1
RFXANK	HLA-DRA
RFXANK	HLA-DRB1
NFATC2	PTGS2
NFATC3	PTGS2
NFATC4	PTGS2
LEF1	JUN
LEF1	MMP7
TCF7	FOSL1
TCF7L2	MMP7
TCF7L2	FOSL1
TCF7L1	PPARD
CEBPA	TWF2
CEBPA	TSC22D3
CREB1	TINAGL1
CREB1	CD55
SP1	ADA
USF2	B2M
SP1	CAV1
NFIC	CGA
TFAP2A	CGA
TP53	CHEK1
POU2F2	HLA-DRA
ATF2	HLA-E
NFKB1	HMOX1
POU2F2	IL2
NFKB1	IRF1
TFAP2A	ITGA2
EGR1	JUN
ERG	JUN
JUN	JUN
SMAD3	JUN
TFAP2A	KRT5
SP1	LCAT
CREB1	LDHA
EGR1	LHB
JUN	MAT2A
MYB	MAT2A
SP1	MAT2B
HIF1A	MDK
USF1	THBS1
SP3	TNF
