HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	TP53
MAPK1	CREB1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	ATF2
MAPK1	CREB5
MAPK1	ATF4
MAPK1	ATF6B
CREB3	ATF1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	JUN
PIK3R5	THRA
THRA	RXRA
RXRA	RARB
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
RB1	E2F2
RB1	E2F3
MAPK1	ETS1
RB1	TFDP2
SMAD2	SP1
MAPK1	ELK4
ETS1	SRF
MAPK1	MYC
NR3C2	KRAS
NR3C2	ATP1A3
NR3C2	ATP1B2
NR3C2	FXYD4
NR3C2	SCNN1G
CREB3	FOS
CREB1	FOS
ATF2	FOS
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
GLI2	WNT3A
TFDP2	CCNE2
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
ELK1	CCND2
NFKB1	TNF
STAT1	MYD88
CREBBP	SERPINE1
CREBBP	TEK
EP300	SERPINE1
EP300	TEK
HIF1A	SERPINE1
SOS1	CCND3
SOS2	SPRY3
STAT2	PIM1
STAT2	CCND1
STAT2	SOCS1
STAT2	SOCS2
STAT3	SOCS4
STAT3	SOCS1
CREB1	MITF
LEF1	MITF
PIK3R2	AKT3
NFKB1	IL23A
MAPK3	NOS2
MAPK3	IL23A
MAPK8	IL18
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
POU2F2	REL
ELK1	CCT8
SP3	CD14
EGR1	CD44
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
SP3	CTSL
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
POU2F2	IL4
ETS1	IL5
JUND	IL5
SPI1	IL5
CEBPB	IL6
EGR1	IL6
REL	IL6
CEBPB	IL8
ERG	MMP2
FLI1	MMP2
SPI1	MMP2
NFKB1	MMP3
SPI1	NFKB1
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
REL	PTGS2
USF1	PTGS2
TP53	PTTG1
PPARA	SERPINE1
WT1	SOD1
JUN	TFRC
USF2	THBS1
ERG	TNNC1
CEBPB	TOP1
HIF1A	VHL
